N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+16 340 3.800E-4 3.777010E+1 1.560550E+1 5.234710E-1 7.892900E+1
1.468000E+10 1.778E+16 340 3.800E-4 3.772270E+1 1.557550E+1 5.232530E-1 7.890890E+1
2.154000E+10 1.778E+16 340 3.800E-4 3.765466E+1 1.553240E+1 5.229380E-1 7.888080E+1
3.162000E+10 1.778E+16 340 3.800E-4 3.755792E+1 1.547150E+1 5.224810E-1 7.884220E+1
4.642000E+10 1.778E+16 340 3.800E-4 3.742232E+1 1.538630E+1 5.218270E-1 7.879090E+1
6.813000E+10 1.778E+16 340 3.800E-4 3.723588E+1 1.526970E+1 5.209000E-1 7.872520E+1
1.000000E+11 1.778E+16 340 3.800E-4 3.698620E+1 1.511450E+1 5.195970E-1 7.864780E+1
1.468000E+11 1.778E+16 340 3.800E-4 3.666311E+1 1.490900E+1 5.178040E-1 7.853340E+1
2.154000E+11 1.778E+16 340 3.800E-4 3.626228E+1 1.466440E+1 5.155080E-1 7.844640E+1
3.162000E+11 1.778E+16 340 3.800E-4 3.578827E+1 1.437910E+1 5.127260E-1 7.836190E+1
4.642000E+11 1.778E+16 340 3.800E-4 3.525420E+1 1.406100E+1 5.095300E-1 7.827740E+1
6.813000E+11 1.778E+16 340 3.800E-4 3.467678E+1 1.371350E+1 5.059780E-1 7.815900E+1
1.000000E+12 1.778E+16 340 3.800E-4 3.406927E+1 1.335700E+1 5.022480E-1 7.806010E+1
1.468000E+12 1.778E+16 340 3.800E-4 3.343708E+1 1.298770E+1 4.982650E-1 7.795490E+1
2.154000E+12 1.778E+16 340 3.800E-4 3.277866E+1 1.259870E+1 4.940090E-1 7.780350E+1
3.162000E+12 1.778E+16 340 3.800E-4 3.208929E+1 1.220130E+1 4.895030E-1 7.767690E+1
4.642000E+12 1.778E+16 340 3.800E-4 3.136450E+1 1.178200E+1 4.846400E-1 7.751090E+1
6.813000E+12 1.778E+16 340 3.800E-4 3.060135E+1 1.135310E+1 4.795610E-1 7.736240E+1
1.000000E+13 1.778E+16 340 3.800E-4 2.979834E+1 1.090380E+1 4.741510E-1 7.717360E+1
1.468000E+13 1.778E+16 340 3.800E-4 2.895510E+1 1.044660E+1 4.685450E-1 7.700130E+1
2.154000E+13 1.778E+16 340 3.800E-4 2.807221E+1 9.972200E+0 4.626900E-1 7.677610E+1
3.162000E+13 1.778E+16 340 3.800E-4 2.715124E+1 9.493600E+0 4.566140E-1 7.657560E+1
4.642000E+13 1.778E+16 340 3.800E-4 2.619476E+1 9.002000E+0 4.503920E-1 7.630150E+1
6.813000E+13 1.778E+16 340 3.800E-4 2.520643E+1 8.510500E+0 4.438920E-1 7.606180E+1
1.000000E+14 1.778E+16 340 3.800E-4 2.419091E+1 8.011700E+0 4.372370E-1 7.574490E+1
