N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.153587847E+00 1.137139529E+00 1.123482592E+00 1.110285774E+00
1.016672606E+01 1.154844267E+00 1.138474685E+00 1.124988228E+00 1.112038755E+00
1.033324570E+01 1.155972069E+00 1.139826286E+00 1.126673630E+00 1.114155956E+00
1.049996187E+01 1.157138471E+00 1.141388059E+00 1.128768939E+00 1.116910444E+00
1.066670514E+01 1.158508155E+00 1.143367668E+00 1.131533453E+00 1.120616407E+00
1.083333839E+01 1.160260546E+00 1.146002360E+00 1.135265648E+00 1.125627830E+00
1.100000000E+01 1.162602545E+00 1.149564688E+00 1.140293692E+00 1.132304590E+00
1.116672606E+01 1.165771950E+00 1.154347817E+00 1.146930540E+00 1.140926189E+00
1.133324570E+01 1.170022594E+00 1.160616161E+00 1.155376905E+00 1.151543995E+00
1.149996187E+01 1.175578509E+00 1.168508034E+00 1.165574112E+00 1.163809085E+00
1.166670514E+01 1.182546722E+00 1.177900539E+00 1.177062423E+00 1.176892813E+00
1.183333839E+01 1.190800802E+00 1.188300870E+00 1.188972194E+00 1.189655667E+00
1.200000000E+01 1.199894477E+00 1.198883735E+00 1.200264670E+00 1.201074256E+00
1.216672606E+01 1.209109007E+00 1.208752898E+00 1.210148347E+00 1.210652100E+00
1.233324570E+01 1.217690318E+00 1.217308272E+00 1.218367586E+00 1.218482593E+00
1.249996187E+01 1.225159276E+00 1.224437519E+00 1.225139278E+00 1.224975538E+00
1.266670514E+01 1.231454757E+00 1.230395857E+00 1.230864286E+00 1.230552113E+00
1.283333839E+01 1.236813140E+00 1.235542753E+00 1.235894116E+00 1.235513900E+00
1.300000000E+01 1.241541818E+00 1.240167509E+00 1.240463814E+00 1.240045898E+00
