N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.009484273E+00 1.008717605E+00 1.008156884E+00 1.007707198E+00
1.016672606E+01 1.010098676E+00 1.009206759E+00 1.008560460E+00 1.008047919E+00
1.033324570E+01 1.010572379E+00 1.009577895E+00 1.008862117E+00 1.008298586E+00
1.049996187E+01 1.010927316E+00 1.009852355E+00 1.009081902E+00 1.008477740E+00
1.066670514E+01 1.011189547E+00 1.010053016E+00 1.009240053E+00 1.008603467E+00
1.083333839E+01 1.011384418E+00 1.010201313E+00 1.009355309E+00 1.008692727E+00
1.100000000E+01 1.011534875E+00 1.010316868E+00 1.009445557E+00 1.008762877E+00
1.116672606E+01 1.011662087E+00 1.010419115E+00 1.009530393E+00 1.008835167E+00
1.133324570E+01 1.016389502E+00 1.010530654E+00 1.009635484E+00 1.008939942E+00
1.149996187E+01 1.030600424E+00 1.018122309E+00 1.013286148E+00 1.012179773E+00
1.166670514E+01 1.049021236E+00 1.042528960E+00 1.042837659E+00 1.045618678E+00
1.183333839E+01 1.071587629E+00 1.070632545E+00 1.074747037E+00 1.079507984E+00
1.200000000E+01 1.097230563E+00 1.100127921E+00 1.105778085E+00 1.110302845E+00
1.216672606E+01 1.123750558E+00 1.127961423E+00 1.132883968E+00 1.135706197E+00
1.233324570E+01 1.148414095E+00 1.151626925E+00 1.154616579E+00 1.155489512E+00
1.249996187E+01 1.169143940E+00 1.170276977E+00 1.171351473E+00 1.170811391E+00
1.266670514E+01 1.185368839E+00 1.184577342E+00 1.184379438E+00 1.183062208E+00
1.283333839E+01 1.197793875E+00 1.195769050E+00 1.194912448E+00 1.193229858E+00
1.300000000E+01 1.207545362E+00 1.204891409E+00 1.203731749E+00 1.201869027E+00
