T d154 d184 d214 d244
d 150 180 210 240
290 8.244064200E-02 7.930827600E-02 7.563108100E-02 7.417543300E-02
295 7.900192400E-02 7.628613100E-02 7.302161700E-02 7.126116100E-02
300 7.661913400E-02 7.447271100E-02 7.165045200E-02 7.066690300E-02
305 7.606899000E-02 7.465082300E-02 7.226314700E-02 7.169211200E-02
310 7.644412400E-02 7.573782100E-02 7.389121200E-02 7.375779300E-02
315 7.820649000E-02 7.830052200E-02 7.702635600E-02 7.726337600E-02
320 8.235251500E-02 8.321286700E-02 8.250428600E-02 8.314891900E-02
325 8.691827600E-02 8.856799200E-02 8.848235800E-02 8.943541800E-02
330 9.258746300E-02 9.450005900E-02 9.546146200E-02 9.677602100E-02
335 1.006449800E-01 1.032174350E-01 1.046179900E-01 1.061996280E-01
340 1.080069020E-01 1.110375440E-01 1.128322590E-01 1.146273130E-01
