T d154 d184 d214 d244
d 150 180 210 240
290 3.314047900E-02 3.280318800E-02 3.240664300E-02 3.134601000E-02
295 3.217305400E-02 3.197560700E-02 3.168584500E-02 3.081090900E-02
300 3.146615200E-02 3.139155300E-02 3.122661100E-02 3.044319800E-02
305 3.121474700E-02 3.118781000E-02 3.072359300E-02 3.041076900E-02
310 3.040896500E-02 3.034251500E-02 2.987172900E-02 2.960980200E-02
315 2.884136000E-02 2.867262200E-02 2.812314100E-02 2.782438900E-02
320 2.609176700E-02 2.569155600E-02 2.501101300E-02 2.444775300E-02
325 1.993436500E-02 1.898997900E-02 1.781342600E-02 1.684691800E-02
330 8.468965000E-03 6.335122000E-03 3.048946000E-03 2.594298000E-03
335 -1.166386500E-02 -1.580975500E-02 -2.052260600E-02 -2.205626100E-02
340 -4.711935200E-02 -5.433366700E-02 -6.116752800E-02 -6.416769800E-02
