fname time Tem kT_1 n0 Eefo E_B E_T Tm dev 
B316FE100_T 1317912114 0 555 4.873699928E-07 3.330000000E-01 6.848814438E-22 0.000000000E+00 2.200000000E+00 3.196109264E-04 
B316FE101_T 1317912114 0 555 5.093958381E-07 3.330000000E-01 2.535622766E-22 0.000000000E+00 2.200000000E+00 2.281053077E-04 
B316FE102_T 1317912114 0 555 5.561680698E-07 3.330000000E-01 2.403877537E-22 0.000000000E+00 2.200000000E+00 4.419683008E-04 
B316FE103_T 1317912114 0 555 5.916703293E-07 3.330000000E-01 1.053597165E-22 0.000000000E+00 2.200000000E+00 5.039729918E-04 
B316FE140_T 1317912114 0 555 4.917521084E-07 3.330000000E-01 5.304467082E-22 0.000000000E+00 2.200000000E+00 2.851308351E-04 
B316FE141_T 1317912114 0 555 5.143571149E-07 3.330000000E-01 2.375699366E-22 0.000000000E+00 2.200000000E+00 2.320909378E-04 
B316FE142_T 1317912114 0 555 5.653028846E-07 3.330000000E-01 2.435660853E-22 0.000000000E+00 2.200000000E+00 4.420406126E-04 
B316FE210_T 1317912114 0 555 4.951831172E-07 3.330000000E-01 4.225389773E-22 0.000000000E+00 2.200000000E+00 2.624833520E-04 
B316FE211_T 1317912114 0 555 5.202069977E-07 3.330000000E-01 2.235129075E-22 0.000000000E+00 2.200000000E+00 2.997748988E-04 
B316FE212_T 1317912114 0 555 5.718449738E-07 3.330000000E-01 2.211849534E-22 0.000000000E+00 2.200000000E+00 4.238709762E-04 
B316FE310_T 1317912114 0 555 4.983402750E-07 3.330000000E-01 3.512453099E-22 0.000000000E+00 2.200000000E+00 2.518326963E-04 
B316FE311_T 1317912114 0 555 5.268504632E-07 3.330000000E-01 2.308106500E-22 0.000000000E+00 2.200000000E+00 3.207003321E-04 
B316FE312_T 1317912114 0 555 5.747732909E-07 3.330000000E-01 1.787760381E-22 0.000000000E+00 2.200000000E+00 5.034852996E-04 
B316FE460_T 1317912114 0 555 5.014931442E-07 3.330000000E-01 3.047631487E-22 0.000000000E+00 2.200000000E+00 2.579165159E-04 
B316FE461_T 1317912114 0 555 5.407885691E-07 3.330000000E-01 2.817442883E-22 0.000000000E+00 2.200000000E+00 4.245612567E-04 
B316FE462_T 1317912114 0 555 5.851822042E-07 3.330000000E-01 1.679393670E-22 0.000000000E+00 2.200000000E+00 4.649596745E-04 
B316FE680_T 1317912114 0 555 5.051324354E-07 3.330000000E-01 2.742821058E-22 0.000000000E+00 2.200000000E+00 2.469047937E-04 
B316FE681_T 1317912114 0 555 5.474650546E-07 3.330000000E-01 2.446514780E-22 0.000000000E+00 2.200000000E+00 4.627052118E-04 
B316FE682_T 1317912114 0 555 5.904190013E-07 3.330000000E-01 1.371431940E-22 0.000000000E+00 2.200000000E+00 4.874715424E-04 
