fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0104ORW60S20 1455846297 0 555 1.397204126E+19 3.024388959E-05 5.150000000E-04 6.494189271E-01 5.909013737E+02 2.035989430E-03 
L0104ORW60S30 1455846297 0 555 1.436774077E+19 1.476600644E-04 5.150000000E-04 6.496540571E-01 5.956583094E+02 1.997844891E-03 
L1215ORW60S10 1455846297 0 555 1.271240328E+19 1.281212474E-05 5.150000000E-04 6.478676057E-01 5.604545430E+02 1.827768471E-03 
L1215ORW60S20 1455846297 0 555 1.365497648E+19 4.562413187E-05 5.150000000E-04 6.495714463E-01 5.939826549E+02 1.933288997E-03 
L1215ORW60S30 1455846297 0 555 1.402363385E+19 9.999999301E+01 5.150000000E-04 6.495212070E-01 5.929659225E+02 1.903893838E-03 
L1226ORW60S05 1455846297 0 555 1.066527853E+19 4.949424493E-06 5.150000000E-04 6.452826698E-01 5.131664636E+02 2.037172424E-03 
L1226ORW60S15 1455846297 0 555 1.342104137E+19 1.812901851E-05 5.150000000E-04 6.489743771E-01 5.820112081E+02 2.156325012E-03 
L1226ORW60S40 1455846297 0 555 1.407320917E+19 8.639146103E-05 5.150000000E-04 6.495183347E-01 5.929078455E+02 2.101818977E-03 
L1226ORW60S50 1455846297 0 555 1.425845516E+19 9.999999960E+01 5.150000000E-04 6.500835231E-01 6.044459450E+02 2.251816394E-03 
L1227ORW60S25 1455846297 0 555 1.407249343E+19 8.554846417E-05 5.150000000E-04 6.485089917E-01 5.728476419E+02 1.849497193E-03 
L1227ORW60S40 1455846297 0 555 1.442301420E+19 9.999999719E+01 5.150000000E-04 6.495513575E-01 5.935758941E+02 2.092729889E-03 
L1227ORW60S60 1455846297 0 555 1.411053402E+19 9.999999994E+01 5.150000000E-04 6.505456824E-01 6.140474171E+02 2.498708939E-03 
