X Y Yfit
1.8800000E-2 1.7000000E-7 1.7568206E-7
3.9000000E-2 4.2480000E-7 4.1307748E-7
5.9200000E-2 7.4360000E-7 7.3210285E-7
7.9200000E-2 1.1961000E-6 1.1816975E-6
9.9500000E-2 1.8670000E-6 1.8690013E-6
1.1960000E-1 2.9310000E-6 2.9461510E-6
1.4000000E-1 4.6990000E-6 4.7542536E-6
1.6000000E-1 7.7080000E-6 7.7852454E-6
1.8010000E-1 1.3060000E-5 1.3129744E-5
2.0040000E-1 2.2810000E-5 2.2874848E-5
2.2080000E-1 4.0900000E-5 4.0990311E-5
2.4060000E-1 7.4720000E-5 7.3741144E-5
2.6100000E-1 1.3830000E-4 1.3745629E-4
2.8100000E-1 2.5940000E-4 2.5645860E-4
3.0110000E-1 4.8880000E-4 4.8388261E-4
3.2120000E-1 9.2100000E-4 9.1461620E-4
3.4140000E-1 1.7100000E-3 1.7219798E-3
3.6180000E-1 3.1670000E-3 3.1972569E-3
3.8190000E-1 5.6340000E-3 5.6732620E-3
4.0210000E-1 9.5280000E-3 9.5736184E-3
4.2240000E-1 1.5150000E-2 1.5177976E-2
4.4260000E-1 2.2560000E-2 2.2460174E-2
