T nFsrh nFBsrh dnsrh nF nFB dn
290 1.149209631E+00 1.000035302E+0 1.491743290E-01 1.149209631E+00 1.000035302E+0 1.491743290E-01
295 1.152820219E+00 1.000034172E+0 1.527860470E-01 1.152820219E+00 1.000034172E+0 1.527860470E-01
300 1.144345871E+00 1.000033124E+0 1.443127470E-01 1.144345871E+00 1.000033124E+0 1.443127470E-01
305 1.125380650E+00 1.000032150E+0 1.253485000E-01 1.125380650E+00 1.000032150E+0 1.253485000E-01
310 1.109666544E+00 1.000031243E+0 1.096353010E-01 1.109666544E+00 1.000031243E+0 1.096353010E-01
315 1.084877804E+00 1.000030396E+0 8.484740800E-02 1.084877804E+00 1.000030396E+0 8.484740800E-02
320 1.055697025E+00 1.000029606E+0 5.566741900E-02 1.055697025E+00 1.000029606E+0 5.566741900E-02
325 1.010460923E+00 1.000028866E+0 1.043205700E-02 1.010460923E+00 1.000028866E+0 1.043205700E-02
330 1.009531637E+00 1.000028173E+0 9.503464000E-03 1.009531637E+00 1.000028173E+0 9.503464000E-03
335 1.010053862E+00 1.000027522E+0 1.002634000E-02 1.010053862E+00 1.000027522E+0 1.002634000E-02
340 1.012141502E+00 1.000026911E+0 1.211459100E-02 1.012141502E+00 1.000026911E+0 1.211459100E-02
