T nFsrh nFBsrh dnsrh nF nFB dn
290 1.161252132E+00 1.000039369E+0 1.612127630E-01 1.161252132E+00 1.000039369E+0 1.612127630E-01
295 1.167758432E+00 1.000038109E+0 1.677203230E-01 1.167758432E+00 1.000038109E+0 1.677203230E-01
300 1.172444270E+00 1.000036940E+0 1.724073300E-01 1.172444270E+00 1.000036940E+0 1.724073300E-01
305 1.171127321E+00 1.000035854E+0 1.710914670E-01 1.171127321E+00 1.000035854E+0 1.710914670E-01
310 1.174817881E+00 1.000034842E+0 1.747830390E-01 1.174817881E+00 1.000034842E+0 1.747830390E-01
315 1.176883440E+00 1.000033898E+0 1.768495420E-01 1.176883440E+00 1.000033898E+0 1.768495420E-01
320 1.159534227E+00 1.000033016E+0 1.595012110E-01 1.159534227E+00 1.000033016E+0 1.595012110E-01
325 1.142269351E+00 1.000032191E+0 1.422371600E-01 1.142269351E+00 1.000032191E+0 1.422371600E-01
330 1.132232638E+00 1.000031418E+0 1.322012200E-01 1.132232638E+00 1.000031418E+0 1.322012200E-01
335 1.111013770E+00 1.000030693E+0 1.109830770E-01 1.111013770E+00 1.000030693E+0 1.109830770E-01
340 1.058170046E+00 1.000030012E+0 5.814003400E-02 1.058170046E+00 1.000030012E+0 5.814003400E-02
