T nFsrh nFBsrh dnsrh nF nFB dn
290 1.185116623E+00 1.296825468E+0 -1.117088450E-01 1.185116623E+00 1.296825468E+0 -1.117088450E-01
295 1.183058494E+00 1.245790792E+0 -6.273229800E-02 1.183058494E+00 1.245790792E+0 -6.273229800E-02
300 1.191053636E+00 1.204437717E+0 -1.338408100E-02 1.191053636E+00 1.204437717E+0 -1.338408100E-02
305 1.198940871E+00 1.170823874E+0 2.811699700E-02 1.198940871E+00 1.170823874E+0 2.811699700E-02
310 1.196913265E+00 1.143400624E+0 5.351264100E-02 1.196913265E+00 1.143400624E+0 5.351264100E-02
315 1.204318521E+00 1.120938275E+0 8.338024600E-02 1.204318521E+00 1.120938275E+0 8.338024600E-02
320 1.206206149E+00 1.102461964E+0 1.037441850E-01 1.206206149E+00 1.102461964E+0 1.037441850E-01
325 1.208664426E+00 1.087198751E+0 1.214656750E-01 1.208664426E+00 1.087198751E+0 1.214656750E-01
330 1.214109956E+00 1.074534956E+0 1.395750000E-01 1.214109956E+00 1.074534956E+0 1.395750000E-01
335 1.218851855E+00 1.063982250E+0 1.548696050E-01 1.218851855E+00 1.063982250E+0 1.548696050E-01
340 1.221993695E+00 1.055150941E+0 1.668427540E-01 1.221993695E+00 1.055150941E+0 1.668427540E-01
