N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 6.559501000E-03 2.974722000E-03 1.723826000E-03 1.573223000E-03 8.712695000E-03 3.052103400E-02 5.693564000E-02 9.052754100E-02 1.318844250E-01
1.016672606E+01 4.615033000E-03 2.099025000E-03 1.234894000E-03 1.161919000E-03 6.027205000E-03 2.173244800E-02 4.155831300E-02 6.812411800E-02 1.028057080E-01
1.033324570E+01 3.209517000E-03 1.462112000E-03 8.709970000E-04 8.409310000E-04 4.150194000E-03 1.526838600E-02 2.975668200E-02 4.998807300E-02 7.770346600E-02
1.049996187E+01 2.211362000E-03 1.007889000E-03 6.071060000E-04 5.996950000E-04 2.855109000E-03 1.062081700E-02 2.098674300E-02 3.593922200E-02 5.723445500E-02
1.066670514E+01 1.511499000E-03 6.885580000E-04 4.193740000E-04 4.235140000E-04 1.968608000E-03 7.334219000E-03 1.462508400E-02 2.541605600E-02 4.128292800E-02
1.083333839E+01 1.025289000E-03 4.664210000E-04 2.877020000E-04 2.975590000E-04 1.364897000E-03 5.038067000E-03 1.009330300E-02 1.773060400E-02 2.927305800E-02
1.100000000E+01 6.898070000E-04 3.131700000E-04 1.963600000E-04 2.089350000E-04 9.554900000E-04 3.448278000E-03 6.909696000E-03 1.222569100E-02 2.046275600E-02
1.116672606E+01 4.596050000E-04 2.082370000E-04 1.335920000E-04 1.473490000E-04 6.787570000E-04 2.355383000E-03 4.698139000E-03 8.344715000E-03 1.413071900E-02
1.133324570E+01 3.024950000E-04 1.370000000E-04 9.087900000E-05 1.050050000E-04 4.921450000E-04 1.608463000E-03 3.176736000E-03 5.646945000E-03 9.660420000E-03
1.149996187E+01 1.960050000E-04 8.920500000E-05 6.216000000E-05 -2.226560000E-04 3.656670000E-04 1.100366000E-03 2.139673000E-03 3.797123000E-03 6.558737000E-03
1.166670514E+01 1.245870000E-04 5.770100000E-05 4.315400000E-05 -1.150260000E-04 2.781630000E-04 7.556400000E-04 1.439211000E-03 2.546518000E-03 4.444491000E-03
1.183333839E+01 7.754600000E-05 3.746900000E-05 3.083100000E-05 -4.114300000E-05 2.148760000E-04 5.218430000E-04 9.704670000E-04 1.713158000E-03 3.028340000E-03
1.200000000E+01 4.748800000E-05 2.491000000E-05 2.302100000E-05 4.590000000E-06 1.665580000E-04 3.629990000E-04 6.596270000E-04 1.165303000E-03 2.093910000E-03
1.216672606E+01 2.916600000E-05 1.738500000E-05 1.816400000E-05 2.802500000E-05 1.283230000E-04 2.550070000E-04 4.550630000E-04 8.087150000E-04 1.482659000E-03
1.233324570E+01 1.866000000E-05 1.298100000E-05 1.515700000E-05 3.630300000E-05 9.809200000E-05 1.816590000E-04 3.210400000E-04 5.773040000E-04 1.082225000E-03
1.249996187E+01 1.293900000E-05 1.038100000E-05 4.120000000E-06 3.626200000E-05 7.477800000E-05 1.319730000E-04 2.330570000E-04 4.260270000E-04 8.161880000E-04
1.266670514E+01 9.809000000E-06 8.765000000E-06 1.323700000E-05 3.265200000E-05 5.734800000E-05 9.822600000E-05 1.746900000E-04 3.252980000E-04 6.347990000E-04
1.283333839E+01 7.941000000E-06 7.670000000E-06 1.670300000E-05 2.816100000E-05 4.454900000E-05 7.512000000E-05 1.351940000E-04 2.562580000E-04 5.067450000E-04
1.300000000E+01 6.675000000E-06 6.860000000E-06 1.734700000E-05 2.387000000E-05 3.520800000E-05 5.902500000E-05 1.077250000E-04 2.072200000E-04 4.127570000E-04
