fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 11:33:48 295 39.3 1.000E+000 1.030E+000 4.430E-006 6.162E+019 2.902E+000 4.278E-009 1.586E-003 
0T02 11:35:50 295 39.3 1.000E+000 1.030E+000 4.290E-006 6.515E+019 2.901E+000 4.291E-009 1.621E-003 
0T03 11:38:56 295 39.3 1.000E+000 1.030E+000 4.205E-006 5.905E+019 2.903E+000 4.262E-009 1.552E-003 
0T04 11:45:28 295.1 39.29 1.000E+000 1.030E+000 4.363E-006 7.813E+018 2.902E+000 4.298E-009 1.557E-003 
0T05 11:50:52 295 39.3 1.000E+000 1.030E+000 4.158E-006 6.818E+019 2.903E+000 4.268E-009 1.563E-003 
0T07 11:59:54 295.1 39.29 1.000E+000 1.030E+000 4.285E-006 6.048E+019 2.902E+000 4.289E-009 1.609E-003 
0T08 12:03:02 295 39.3 1.000E+000 1.030E+000 4.284E-006 6.687E+019 2.902E+000 4.260E-009 1.638E-003 
0T09 12:06:18 295 39.3 1.000E+000 1.030E+000 4.225E-006 5.943E+019 2.902E+000 4.266E-009 1.633E-003 
0T10 12:11:22 295 39.3 1.000E+000 1.030E+000 4.328E-006 6.912E+019 2.899E+000 4.287E-009 1.509E-003 
0T11 12:16:16 294.9 39.32 1.000E+000 1.030E+000 4.344E-006 6.572E+019 2.899E+000 4.262E-009 1.566E-003 
0T12 12:21:04 295 39.3 1.000E+000 1.030E+000 4.454E-006 6.549E+019 2.897E+000 4.297E-009 1.497E-003 
0T13 12:23:44 295 39.3 1.000E+000 1.030E+000 4.426E-006 6.287E+019 2.898E+000 4.283E-009 1.557E-003 
T051 11:54:32 295 39.3 1.000E+000 1.030E+000 4.188E-006 5.962E+019 2.902E+000 4.262E-009 1.568E-003 
