Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.301225514E+00 1.220850349E+00 8.037516500E-02 1.249886794E+00 1.188298453E+00 6.158834100E-02 5.133872000E-02 3.255189600E-02
1.468000E+10 1.301350796E+00 1.221838420E+00 7.951237600E-02 1.263306476E+00 1.198657548E+00 6.464892800E-02 3.804432000E-02 2.318087200E-02
2.154000E+10 1.301532383E+00 1.223205094E+00 7.832728900E-02 1.273585195E+00 1.206974677E+00 6.661051800E-02 2.794718800E-02 1.623041700E-02
3.162000E+10 1.301794099E+00 1.225050469E+00 7.674363000E-02 1.281407471E+00 1.213845005E+00 6.756246600E-02 2.038662800E-02 1.120546400E-02
4.642000E+10 1.302168355E+00 1.227464186E+00 7.470416900E-02 1.287396729E+00 1.219818678E+00 6.757805100E-02 1.477162600E-02 7.645508000E-03
6.813000E+10 1.302697665E+00 1.230496082E+00 7.220158300E-02 1.292068473E+00 1.225329839E+00 6.673863400E-02 1.062919200E-02 5.166243000E-03
1.000000E+11 1.303435127E+00 1.234123991E+00 6.931113600E-02 1.295836370E+00 1.230657300E+00 6.517907000E-02 7.598757000E-03 3.466691000E-03
1.468000E+11 1.304442467E+00 1.238235308E+00 6.620715900E-02 1.299035652E+00 1.235915644E+00 6.312000800E-02 5.406815000E-03 2.319664000E-03
2.154000E+11 1.305784374E+00 1.242642315E+00 6.314205900E-02 1.301941517E+00 1.241085178E+00 6.085633900E-02 3.842857000E-03 1.557137000E-03
3.162000E+11 1.307518977E+00 1.247133250E+00 6.038572700E-02 1.304775972E+00 1.246076474E+00 5.869949800E-02 2.743005000E-03 1.056776000E-03
4.642000E+11 1.309686472E+00 1.251533993E+00 5.815247900E-02 1.307706582E+00 1.250802886E+00 5.690369600E-02 1.979890000E-03 7.311070000E-04
6.813000E+11 1.312300518E+00 1.255747270E+00 5.655324800E-02 1.310844875E+00 1.255227944E+00 5.561693100E-02 1.455643000E-03 5.193260000E-04
1.000000E+12 1.315346830E+00 1.259755011E+00 5.559181900E-02 1.314250310E+00 1.259374498E+00 5.487581200E-02 1.096520000E-03 3.805130000E-04
1.468000E+12 1.318790029E+00 1.263595381E+00 5.519464800E-02 1.317941496E+00 1.263307279E+00 5.463421700E-02 8.485330000E-04 2.881020000E-04
2.154000E+12 1.322585856E+00 1.267334797E+00 5.525105900E-02 1.321912257E+00 1.267109585E+00 5.480267200E-02 6.735990000E-04 2.252120000E-04
3.162000E+12 1.326694248E+00 1.271047833E+00 5.564641500E-02 1.326148126E+00 1.270866611E+00 5.528151500E-02 5.461220000E-04 1.812220000E-04
4.642000E+12 1.331087684E+00 1.274844355E+00 5.624332900E-02 1.330638057E+00 1.274691324E+00 5.594673300E-02 4.496270000E-04 1.530310000E-04
6.813000E+12 1.335751209E+00 1.278765731E+00 5.698547800E-02 1.335377361E+00 1.278637122E+00 5.674023900E-02 3.738480000E-04 1.286090000E-04
1.000000E+13 1.340675527E+00 1.282893267E+00 5.778226000E-02 1.340363062E+00 1.282784179E+00 5.757888300E-02 3.124650000E-04 1.090880000E-04
