fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.65 1.000E+000 4.087E+000 7.804E-014 1.000E+030 1.005E+000 2.427E-014 1.765E-003 
002_300 002_300.dat 300 38.65 1.000E+000 4.087E+000 7.709E-014 1.000E+030 1.005E+000 2.523E-014 1.764E-003 
003_300 003_300.dat 300 38.65 1.000E+000 4.086E+000 7.770E-014 1.000E+030 1.005E+000 2.462E-014 1.763E-003 
004_300 004_300.dat 300 38.65 1.000E+000 4.087E+000 7.798E-014 1.000E+030 1.005E+000 2.434E-014 1.766E-003 
005_300 005_300.dat 300 38.65 1.000E+000 4.087E+000 7.769E-014 1.000E+030 1.005E+000 2.463E-014 1.765E-003 
006_300 006_300.dat 300 38.65 1.000E+000 4.087E+000 7.693E-014 1.000E+030 1.005E+000 2.540E-014 1.765E-003 
007_300 007_300.dat 300 38.65 1.000E+000 4.088E+000 7.731E-014 1.000E+030 1.005E+000 2.503E-014 1.765E-003 
008_300 008_300.dat 300 38.65 1.000E+000 4.089E+000 7.754E-014 1.000E+030 1.005E+000 2.481E-014 1.767E-003 
009_300 009_300.dat 300 38.65 1.000E+000 4.090E+000 7.732E-014 1.000E+030 1.005E+000 2.506E-014 1.767E-003 
010_300 010_300.dat 300 38.65 1.000E+000 4.093E+000 7.635E-014 1.000E+030 1.005E+000 2.609E-014 1.769E-003 
011_300 011_300.dat 300 38.65 1.000E+000 4.099E+000 7.583E-014 1.000E+030 1.005E+000 2.670E-014 1.774E-003 
012_300 012_300.dat 300 38.65 1.000E+000 4.109E+000 7.643E-014 1.000E+030 1.005E+000 2.629E-014 1.781E-003 
013_300 013_300.dat 300 38.65 1.000E+000 4.124E+000 7.355E-014 1.000E+030 1.005E+000 2.951E-014 1.788E-003 
014_300 014_300.dat 300 38.65 1.000E+000 4.158E+000 7.107E-014 1.000E+030 1.005E+000 3.259E-014 1.812E-003 
015_300 015_300.dat 300 38.65 1.000E+000 4.219E+000 6.632E-014 1.000E+030 1.004E+000 3.845E-014 1.859E-003 
016_300 016_300.dat 300 38.65 1.000E+000 4.325E+000 6.027E-014 1.000E+030 1.005E+000 4.656E-014 1.930E-003 
017_300 017_300.dat 300 38.65 1.000E+000 4.523E+000 4.707E-014 1.000E+030 1.005E+000 6.351E-014 2.071E-003 
018_300 018_300.dat 300 38.65 1.000E+000 4.875E+000 3.128E-014 1.000E+030 1.005E+000 8.618E-014 2.315E-003 
019_300 019_300.dat 300 38.65 1.000E+000 5.496E+000 1.161E-014 1.000E+030 1.006E+000 1.186E-013 2.699E-003 
