N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.778E+15 335 3.300E-4 3.004309E-1 2.194760E+1 3.908340E-1 7.476710E+1
1.468000E+10 1.778E+15 335 3.300E-4 2.999560E-1 2.182110E+1 3.895310E-1 7.470290E+1
2.154000E+10 1.778E+15 335 3.300E-4 2.992662E-1 2.164390E+1 3.876810E-1 7.462150E+1
3.162000E+10 1.778E+15 335 3.300E-4 2.982691E-1 2.138650E+1 3.851980E-1 7.445760E+1
4.642000E+10 1.778E+15 335 3.300E-4 2.968375E-1 2.106150E+1 3.819590E-1 7.430450E+1
6.813000E+10 1.778E+15 335 3.300E-4 2.948020E-1 2.063770E+1 3.777600E-1 7.412690E+1
1.000000E+11 1.778E+15 335 3.300E-4 2.919476E-1 2.008510E+1 3.726180E-1 7.385270E+1
1.468000E+11 1.778E+15 335 3.300E-4 2.880199E-1 1.942590E+1 3.665350E-1 7.360440E+1
2.154000E+11 1.778E+15 335 3.300E-4 2.827515E-1 1.862720E+1 3.597480E-1 7.324960E+1
3.162000E+11 1.778E+15 335 3.300E-4 2.759140E-1 1.771120E+1 3.523200E-1 7.287830E+1
4.642000E+11 1.778E+15 335 3.300E-4 2.673928E-1 1.670870E+1 3.445870E-1 7.253610E+1
6.813000E+11 1.778E+15 335 3.300E-4 2.572560E-1 1.561840E+1 3.367910E-1 7.210590E+1
1.000000E+12 1.778E+15 335 3.300E-4 2.457683E-1 1.448770E+1 3.291030E-1 7.164750E+1
1.468000E+12 1.778E+15 335 3.300E-4 2.333115E-1 1.336190E+1 3.215290E-1 7.124810E+1
2.154000E+12 1.778E+15 335 3.300E-4 2.202491E-1 1.223970E+1 3.140620E-1 7.077870E+1
3.162000E+12 1.778E+15 335 3.300E-4 2.068081E-1 1.114230E+1 3.066700E-1 7.027450E+1
4.642000E+12 1.778E+15 335 3.300E-4 1.930667E-1 1.007260E+1 2.992400E-1 6.973920E+1
6.813000E+12 1.778E+15 335 3.300E-4 1.790351E-1 9.034900E+0 2.915670E-1 6.923220E+1
1.000000E+13 1.778E+15 335 3.300E-4 1.647571E-1 8.014300E+0 2.835960E-1 6.860950E+1
1.468000E+13 1.778E+15 335 3.300E-4 1.503688E-1 7.029700E+0 2.753130E-1 6.792230E+1
2.154000E+13 1.778E+15 335 3.300E-4 1.360761E-1 6.099600E+0 2.666840E-1 6.723300E+1
3.162000E+13 1.778E+15 335 3.300E-4 1.221178E-1 5.222200E+0 2.576800E-1 6.638270E+1
4.642000E+13 1.778E+15 335 3.300E-4 1.087238E-1 4.415200E+0 2.482690E-1 6.542750E+1
6.813000E+13 1.778E+15 335 3.300E-4 9.609014E-2 3.685900E+0 2.384130E-1 6.435630E+1
1.000000E+14 1.778E+15 335 3.300E-4 8.436613E-2 3.037900E+0 2.280670E-1 6.315420E+1
