N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.261818321E+00 1.258158304E+00 1.256756018E+00 1.255222591E+00
1.016672606E+01 1.269104115E+00 1.265642657E+00 1.264485351E+00 1.263198329E+00
1.033324570E+01 1.275111654E+00 1.271720579E+00 1.270688551E+00 1.269542023E+00
1.049996187E+01 1.280231640E+00 1.276806154E+00 1.275805464E+00 1.274718131E+00
1.066670514E+01 1.284692562E+00 1.281160739E+00 1.280130474E+00 1.279052077E+00
1.083333839E+01 1.288606790E+00 1.284937617E+00 1.283854821E+00 1.282769373E+00
1.100000000E+01 1.292036365E+00 1.288243427E+00 1.287123755E+00 1.286048284E+00
1.116672606E+01 1.295051637E+00 1.291190020E+00 1.290082696E+00 1.289060863E+00
1.133324570E+01 1.297763463E+00 1.293920453E+00 1.292898207E+00 1.291989492E+00
1.149996187E+01 1.300327146E+00 1.296609094E+00 1.295754614E+00 1.295020594E+00
1.166670514E+01 1.302928262E+00 1.299445085E+00 1.298835212E+00 1.298324595E+00
1.183333839E+01 1.305760602E+00 1.302607885E+00 1.302296777E+00 1.302031869E+00
1.200000000E+01 1.309000591E+00 1.306240148E+00 1.306244738E+00 1.306213640E+00
1.216672606E+01 1.312779973E+00 1.310423412E+00 1.310717122E+00 1.310876341E+00
1.233324570E+01 1.317161653E+00 1.315165331E+00 1.315685729E+00 1.315974434E+00
1.249996187E+01 1.322128878E+00 1.320407273E+00 1.321077090E+00 1.321436833E+00
1.266670514E+01 1.327597358E+00 1.326052059E+00 1.326803326E+00 1.327192394E+00
1.283333839E+01 1.333448266E+00 1.331997663E+00 1.332785624E+00 1.333181564E+00
1.300000000E+01 1.339564731E+00 1.338158306E+00 1.338960569E+00 1.339354189E+00
