fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00L1 7:3 295.4 39.25 1.000E+000 2.217E+000 3.499E-006 7.815E+004 2.377E+000 8.653E-008 1.465E-004 2.915E-001 1.465E-004 2.234E-005 5.231E-001 2.010E-001 1.111E-004 6.124E-003 
00L2 7:26 297.2 39.01 1.000E+000 2.184E+000 3.589E-006 7.321E+004 2.355E+000 9.143E-008 1.472E-004 2.848E-001 1.471E-004 2.174E-005 5.186E-001 1.958E-001 1.110E-004 2.321E-003 
00L3 7:56 299 38.78 1.000E+000 2.199E+000 3.347E-006 6.853E+004 2.365E+000 9.080E-008 1.476E-004 2.781E-001 1.476E-004 2.099E-005 5.112E-001 1.900E-001 1.104E-004 1.764E-003 
00L4 8:22 301 38.52 1.000E+000 2.155E+000 3.371E-006 6.362E+004 2.347E+000 9.554E-008 1.486E-004 2.710E-001 1.486E-004 2.037E-005 5.058E-001 1.843E-001 1.105E-004 2.025E-003 
00L5 8:39 303.8 38.16 1.000E+000 2.090E+000 3.198E-006 5.723E+004 2.348E+000 9.939E-008 1.472E-004 2.610E-001 1.472E-004 1.905E-005 4.956E-001 1.760E-001 1.082E-004 3.455E-003 
00L6 9:4 306.4 37.84 1.000E+000 1.946E+000 2.785E-006 5.176E+004 2.354E+000 1.002E-007 1.476E-004 2.513E-001 1.476E-004 1.801E-005 4.855E-001 1.682E-001 1.070E-004 8.500E-003 
00L7 9:20 308.8 37.55 1.000E+000 1.975E+000 2.737E-006 4.710E+004 2.351E+000 1.044E-007 1.479E-004 2.435E-001 1.479E-004 1.720E-005 4.777E-001 1.619E-001 1.062E-004 4.521E-003 
00L8 9:43 310.9 37.29 1.000E+000 2.022E+000 2.794E-006 4.330E+004 2.348E+000 1.064E-007 1.480E-004 2.356E-001 1.480E-004 1.638E-005 4.697E-001 1.555E-001 1.052E-004 2.591E-003 
00L9 9:59 313.3 37.01 1.000E+000 2.245E+000 2.810E-006 3.925E+004 2.345E+000 1.101E-007 1.484E-004 2.276E-001 1.484E-004 1.558E-005 4.614E-001 1.492E-001 1.043E-004 1.343E-003 
0L10 10:24 315.6 36.74 1.000E+000 2.226E+000 2.655E-006 3.564E+004 2.339E+000 1.135E-007 1.493E-004 2.197E-001 1.493E-004 1.488E-005 4.536E-001 1.431E-001 1.039E-004 2.311E-003 
0L11 10:39 318 36.46 1.000E+000 2.233E+000 2.570E-006 3.213E+004 2.339E+000 1.160E-007 1.495E-004 2.112E-001 1.495E-004 1.404E-005 4.447E-001 1.364E-001 1.028E-004 1.541E-002 
0L12 11:3 320.1 36.22 1.000E+000 2.251E+000 2.747E-006 2.926E+004 2.325E+000 1.189E-007 1.480E-004 2.023E-001 1.479E-004 1.305E-005 4.362E-001 1.296E-001 1.006E-004 1.013E-003 
0L13 11:19 322.4 35.96 1.000E+000 2.260E+000 2.674E-006 2.631E+004 2.333E+000 1.201E-007 1.484E-004 1.943E-001 1.483E-004 1.231E-005 4.271E-001 1.235E-001 9.962E-005 1.615E-003 
0L14 11:48 325.5 35.62 1.000E+000 2.305E+000 2.952E-006 2.262E+004 2.309E+000 1.287E-007 1.491E-004 1.845E-001 1.491E-004 1.149E-005 4.178E-001 1.162E-001 9.880E-005 1.641E-003 
0L15 12:7 327.9 35.36 1.000E+000 2.406E+000 2.830E-006 1.995E+004 2.306E+000 1.304E-007 1.500E-004 1.759E-001 1.499E-004 1.077E-005 4.086E-001 1.097E-001 9.808E-005 1.523E-003 
0L16 12:32 330.1 35.12 1.000E+000 2.405E+000 2.922E-006 1.762E+004 2.289E+000 1.379E-007 1.497E-004 1.691E-001 1.496E-004 1.017E-005 4.021E-001 1.049E-001 9.690E-005 2.561E-003 
