fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.405546469E-13 1.000000000E+20 1.231245832E+00 1.932247715E-14 7.666986016E-05 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.790183893E-13 1.000000000E+20 1.246662396E+00 1.579900096E-14 5.455242273E-05 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.196395211E-13 1.000000000E+20 1.209082210E+00 2.491818429E-14 2.758856933E-05 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.597261848E-13 1.000000000E+20 1.247232248E+00 2.314549902E-14 5.571919446E-05 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.332364214E-13 1.000000000E+20 1.222005962E+00 3.573678296E-14 3.376650120E-05 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.749067376E-13 1.000000000E+20 1.248256561E+00 3.388408296E-14 5.686724038E-05 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.934601142E-13 1.000000000E+20 1.231747624E+00 5.147166912E-14 4.207445176E-05 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.373200707E-13 1.000000000E+20 1.249555654E+00 4.955664127E-14 5.936109073E-05 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.158165733E-13 1.000000000E+20 1.239326858E+00 7.428577474E-14 4.961079390E-05 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.626343452E-13 1.000000000E+20 1.251505690E+00 7.238026181E-14 6.229783207E-05 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.217805268E-12 1.000000000E+20 1.245857576E+00 1.073578264E-13 5.622747018E-05 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.068527828E-12 1.000000000E+20 1.254198289E+00 1.055425217E-13 6.636619203E-05 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.616832647E-12 1.000000000E+20 1.252857549E+00 1.556378018E-13 6.464467045E-05 
007_340_SRH 007_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.472645194E-12 1.000000000E+20 1.257732665E+00 1.536655740E-13 7.328044226E-05 
008_340 008_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.127743571E-12 1.000000000E+20 1.258116102E+00 2.246379095E-13 7.414030622E-05 
008_340_SRH 008_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.989607548E-12 1.000000000E+20 1.262045544E+00 2.230626700E-13 8.052381718E-05 
009_340 009_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.759601301E-12 1.000000000E+20 1.264771809E+00 3.248447723E-13 8.634243094E-05 
009_340_SRH 009_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.628532788E-12 1.000000000E+20 1.267466292E+00 3.233918429E-13 9.131611749E-05 
010_340 010_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.516877188E-12 1.000000000E+20 1.272605618E+00 4.705244965E-13 1.023986175E-04 
010_340_SRH 010_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.393431121E-12 1.000000000E+20 1.274410710E+00 4.691443223E-13 1.064571500E-04 
011_340 011_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.403070192E-12 1.000000000E+20 1.278911969E+00 6.798743249E-13 1.261659557E-04 
011_340_SRH 011_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.287347923E-12 1.000000000E+20 1.280066424E+00 6.785642714E-13 1.299786249E-04 
012_340 012_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.429489194E-12 1.000000000E+20 1.287194123E+00 9.868070513E-13 1.517959671E-04 
012_340_SRH 012_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.321054877E-12 1.000000000E+20 1.287922274E+00 9.855306028E-13 1.553408538E-04 
013_340 013_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.624551157E-12 1.000000000E+20 1.295255327E+00 1.434274181E-12 1.840091155E-04 
013_340_SRH 013_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.522543106E-12 1.000000000E+20 1.295720492E+00 1.433060037E-12 1.873264778E-04 
014_340 014_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.028753476E-12 1.000000000E+20 1.300071881E+00 2.080505394E-12 2.327718340E-04 
014_340_SRH 014_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.932225553E-12 1.000000000E+20 1.300403341E+00 2.079434999E-12 2.358745305E-04 
015_340 015_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.701045471E-12 1.000000000E+20 1.307225727E+00 3.036510984E-12 2.818040822E-04 
015_340_SRH 015_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.609006554E-12 1.000000000E+20 1.307453117E+00 3.035516442E-12 2.846803829E-04 
016_340 016_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.169985080E-11 1.000000000E+20 1.310384650E+00 4.417683615E-12 3.538414937E-04 
016_340_SRH 016_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.161144676E-11 1.000000000E+20 1.310543547E+00 4.416752452E-12 3.566477203E-04 
