N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.184534979E+00 1.176407589E+00 1.169153958E+00 1.162901183E+00
1.016672606E+01 1.198346243E+00 1.190301627E+00 1.183137131E+00 1.176993006E+00
1.033324570E+01 1.209267016E+00 1.201472336E+00 1.194579832E+00 1.188732139E+00
1.049996187E+01 1.217812453E+00 1.210426727E+00 1.203981004E+00 1.198608101E+00
1.066670514E+01 1.224604570E+00 1.217794766E+00 1.211969770E+00 1.207239798E+00
1.083333839E+01 1.230255720E+00 1.224198921E+00 1.219160688E+00 1.215215445E+00
1.100000000E+01 1.235305386E+00 1.230173142E+00 1.226054111E+00 1.222978631E+00
1.116672606E+01 1.240185323E+00 1.236108512E+00 1.232969188E+00 1.230758626E+00
1.133324570E+01 1.245190970E+00 1.242215031E+00 1.240011017E+00 1.238557991E+00
1.149996187E+01 1.250457869E+00 1.248509927E+00 1.247089426E+00 1.246208713E+00
1.166670514E+01 1.255959137E+00 1.254853340E+00 1.253997037E+00 1.253481528E+00
1.183333839E+01 1.261542865E+00 1.261031412E+00 1.260517442E+00 1.260194286E+00
1.200000000E+01 1.267009053E+00 1.266853193E+00 1.266510519E+00 1.266268189E+00
1.216672606E+01 1.272192010E+00 1.272214057E+00 1.271939829E+00 1.271722544E+00
1.233324570E+01 1.277009398E+00 1.277105061E+00 1.276851122E+00 1.276637568E+00
1.249996187E+01 1.281464093E+00 1.281584726E+00 1.281333867E+00 1.281118128E+00
1.266670514E+01 1.285616215E+00 1.285743493E+00 1.285491262E+00 1.285290585E+00
1.283333839E+01 1.289551318E+00 1.289679104E+00 1.289434214E+00 1.289269587E+00
1.300000000E+01 1.293359052E+00 1.293493257E+00 1.293328272E+00 1.293143860E+00
