N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.414553000E-03 2.882916000E-03 2.502266000E-03 2.211362000E-03
1.600000000E+01 4.424705000E-03 3.833834000E-03 3.284211000E-03 2.855109000E-03
1.700000000E+01 5.156261700E-02 5.366366000E-02 5.548708700E-02 5.723445500E-02
1.549996187E+01 1.034575000E-03 8.367540000E-04 7.032910000E-04 6.071060000E-04
1.649996187E+01 2.057690700E-02 2.071439700E-02 2.084069900E-02 2.098674300E-02
1.674996808E+01 3.338388100E-02 3.421673600E-02 3.514487900E-02 3.593922200E-02
1.624993176E+01 1.159571800E-02 1.124294400E-02 1.093646400E-02 1.062081700E-02
1.574996808E+01 1.131126000E-03 8.741250000E-04 7.133140000E-04 5.996950000E-04
1.524993176E+01 1.594754000E-03 1.330976000E-03 1.147495000E-03 1.007889000E-03
