N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 310 1.500E-4 1.234444076E+00 1.240038075E+00
1.468000E+10 3.162E+15 310 1.500E-4 1.236098367E+00 1.240067849E+00
2.154000E+10 3.162E+15 310 1.500E-4 1.237313188E+00 1.240104728E+00
3.162000E+10 3.162E+15 310 1.500E-4 1.238203397E+00 1.240151721E+00
4.642000E+10 3.162E+15 310 1.500E-4 1.238861176E+00 1.240213424E+00
6.813000E+10 3.162E+15 310 1.500E-4 1.239361624E+00 1.240296745E+00
1.000000E+11 3.162E+15 310 1.500E-4 1.239766357E+00 1.240411821E+00
1.468000E+11 3.162E+15 310 1.500E-4 1.240127844E+00 1.240573315E+00
2.154000E+11 3.162E+15 310 1.500E-4 1.240494018E+00 1.240801968E+00
3.162000E+11 3.162E+15 310 1.500E-4 1.240912769E+00 1.241126438E+00
4.642000E+11 3.162E+15 310 1.500E-4 1.241435846E+00 1.241585030E+00
6.813000E+11 3.162E+15 310 1.500E-4 1.242121607E+00 1.242226746E+00
1.000000E+12 3.162E+15 310 1.500E-4 1.243023753E+00 1.243098859E+00
1.468000E+12 3.162E+15 310 1.500E-4 1.244219359E+00 1.244273993E+00
2.154000E+12 3.162E+15 310 1.500E-4 1.245795434E+00 1.245836107E+00
3.162000E+12 3.162E+15 310 1.500E-4 1.247788746E+00 1.247819979E+00
4.642000E+12 3.162E+15 310 1.500E-4 1.250217876E+00 1.250242528E+00
6.813000E+12 3.162E+15 310 1.500E-4 1.253135981E+00 1.253156146E+00
1.000000E+13 3.162E+15 310 1.500E-4 1.256448846E+00 1.256465678E+00
