f G/w
1.0000000E+6 3.6219299E-5
8.9779585E+5 3.6941571E-5
8.0603739E+5 3.7963590E-5
7.2365703E+5 3.8907723E-5
6.4969628E+5 3.9915512E-5
5.8329463E+5 4.0993106E-5
5.2367949E+5 4.2152440E-5
4.7015728E+5 4.3381950E-5
4.2210526E+5 4.4685140E-5
3.7896435E+5 4.6095982E-5
3.4023262E+5 4.7466079E-5
3.0545943E+5 4.9162154E-5
2.7424021E+5 5.1064007E-5
2.4621173E+5 5.3185649E-5
2.2104787E+5 5.5601370E-5
1.9845586E+5 5.8314672E-5
1.7817285E+5 6.1419236E-5
1.5996284E+5 6.4909447E-5
1.4361398E+5 6.8850947E-5
1.2893603E+5 7.3295988E-5
1.1575824E+5 7.8298208E-5
1.0392726E+5 8.3910267E-5
9.3305466E+4 9.0151422E-5
8.3769261E+4 9.7150674E-5
7.5207695E+4 1.0490574E-4
6.7521156E+4 1.1355440E-4
6.0620214E+4 1.2310309E-4
5.4424577E+4 1.3372817E-4
4.8862159E+4 1.4552004E-4
4.3868244E+4 1.5861021E-4
3.9384728E+4 1.7307114E-4
3.5359445E+4 1.8924961E-4
3.1745563E+4 2.0707165E-4
2.8501035E+4 2.2686527E-4
2.5588111E+4 2.4886009E-4
2.2972900E+4 2.7326107E-4
2.0624974E+4 3.0037872E-4
1.8517016E+4 3.3045170E-4
1.6624501E+4 3.6399825E-4
1.4925408E+4 4.0116348E-4
1.3399969E+4 4.4264821E-4
1.2030437E+4 4.8859644E-4
1.0800876E+4 5.3978542E-4
9.6969820E+3 5.9676188E-4
8.7059100E+3 6.5999530E-4
7.8161300E+3 7.3028474E-4
7.0172890E+3 8.0856339E-4
6.3000930E+3 8.9578721E-4
5.6561970E+3 9.9286846E-4
5.0781110E+3 1.1012524E-3
4.5591070E+3 1.2219638E-3
4.0931470E+3 1.3560954E-3
3.6748100E+3 1.5062273E-3
3.2992300E+3 1.6732117E-3
2.9620350E+3 1.8594731E-3
2.6593020E+3 2.0671051E-3
2.3875110E+3 2.2986048E-3
2.1434970E+3 2.5560642E-3
1.9244230E+3 2.8433328E-3
1.7277390E+3 3.1630938E-3
1.5511570E+3 3.5190046E-3
1.3926220E+3 3.9164398E-3
1.2502900E+3 4.3590961E-3
1.1225050E+3 4.8505827E-3
1.0077810E+3 5.4007658E-3
9.0478100E+2 6.0122950E-3
8.1230900E+2 6.6908475E-3
7.2928800E+2 7.4501187E-3
6.5475100E+2 8.2981988E-3
5.8783300E+2 9.2329095E-3
5.2775400E+2 1.0283962E-2
4.7381500E+2 1.1448562E-2
4.2539000E+2 1.2745273E-2
3.8191300E+2 1.4193559E-2
3.4288000E+2 1.5806521E-2
3.0783600E+2 1.7596965E-2
2.7637400E+2 1.9598368E-2
2.4812700E+2 2.1826853E-2
2.2276800E+2 2.4296769E-2
2.0000000E+2 2.7059157E-2
