T d154 d184 d214 d244
d 150 180 210 240
290 4.792210000E-04 4.796600000E-04 4.784170000E-04 4.789780000E-04
295 4.389730000E-04 4.388100000E-04 4.386760000E-04 4.415790000E-04
300 4.020000000E-04 4.146330000E-04 3.923270000E-04 4.294190000E-04
305 3.595290000E-04 3.587170000E-04 3.955770000E-04 3.946670000E-04
310 3.345080000E-04 3.343000000E-04 3.360900000E-04 3.977280000E-04
315 3.206890000E-04 3.188560000E-04 3.205240000E-04 3.396350000E-04
320 3.084980000E-04 3.080420000E-04 3.082260000E-04 3.133890000E-04
325 3.164330000E-04 3.155440000E-04 3.156360000E-04 3.433140000E-04
330 3.365350000E-04 3.359290000E-04 3.352960000E-04 3.370890000E-04
335 3.652630000E-04 3.650860000E-04 3.640770000E-04 3.659940000E-04
340 4.128340000E-04 4.126960000E-04 4.281230000E-04 4.125240000E-04
