T nFsrh nFBsrh dnsrh nF nFB dn
290 1.145956445E+00 1.128156685E+00 1.779976000E-02 1.145690814E+00 1.128106977E+00 1.758383700E-02
295 1.138767480E+00 1.133360749E+00 5.406731000E-03 1.138711474E+00 1.133292205E+00 5.419269000E-03
300 1.118443467E+00 1.138150361E+00 -1.970689400E-02 1.118387839E+00 1.138062718E+00 -1.967487900E-02
305 1.102756111E+00 1.141984561E+00 -3.922845000E-02 1.102697132E+00 1.141874243E+00 -3.917711100E-02
310 1.076584513E+00 1.143706703E+00 -6.712219000E-02 1.076537152E+00 1.143405389E+00 -6.686823700E-02
315 1.045098720E+00 1.114010977E+00 -6.891225700E-02 1.045063253E+00 1.113824804E+00 -6.876155100E-02
320 1.008348817E+00 1.089326086E+00 -8.097726900E-02 1.008267751E+00 1.089236249E+00 -8.096849800E-02
325 1.007271011E+00 1.051887625E+00 -4.461661400E-02 1.007238392E+00 1.051833514E+00 -4.459512200E-02
330 1.008029962E+00 1.010649453E+00 -2.619491000E-03 1.007994636E+00 1.010574014E+00 -2.579378000E-03
335 1.009994219E+00 1.009342053E+00 6.521660000E-04 1.009949856E+00 1.009249906E+00 6.999500000E-04
340 1.016836160E+00 1.011599565E+00 5.236595000E-03 1.016764322E+00 1.011484913E+00 5.279409000E-03
