T nFsrh nFBsrh dnsrh nF nFB dn
290 1.148621372E+00 1.129074845E+00 1.954652700E-02 1.148616105E+00 1.129069751E+00 1.954635400E-02
295 1.151762648E+00 1.134412754E+00 1.734989400E-02 1.151755455E+00 1.134405642E+00 1.734981300E-02
300 1.138447132E+00 1.139332756E+00 -8.856240000E-04 1.138437130E+00 1.139323464E+00 -8.863340000E-04
305 1.123450762E+00 1.143343914E+00 -1.989315200E-02 1.123439580E+00 1.143331816E+00 -1.989223600E-02
310 1.100300978E+00 1.145511054E+00 -4.521007600E-02 1.100289915E+00 1.145495097E+00 -4.520518200E-02
315 1.078462118E+00 1.123349778E+00 -4.488766000E-02 1.078457064E+00 1.123320545E+00 -4.486348100E-02
320 1.040722711E+00 1.098294971E+00 -5.757226000E-02 1.040710133E+00 1.098283104E+00 -5.757297100E-02
325 1.009572070E+00 1.064860884E+00 -5.528881400E-02 1.009565791E+00 1.064842128E+00 -5.527633700E-02
330 1.008648803E+00 1.015507324E+00 -6.858521000E-03 1.008643568E+00 1.014691704E+00 -6.048136000E-03
335 1.009598967E+00 1.010727838E+00 -1.128871000E-03 1.009593596E+00 1.010714770E+00 -1.121174000E-03
340 1.011849294E+00 1.011595074E+00 2.542200000E-04 1.011842972E+00 1.011581806E+00 2.611660000E-04
