fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
0D10 27706 296.07 39.16 1.000000000E+00 6.070352568E+00 6.626095229E-12 2.702252084E+06 1.185287346E+00 2.761231319E-10 3.171197818E-02 
0D11 27854 296.06 39.162 1.000000000E+00 5.978545528E+00 8.557767310E-12 2.598533144E+06 1.198304780E+00 2.902046141E-10 1.116921114E-02 
0D12 28012 296.03 39.166 1.000000000E+00 5.675487634E+00 9.056382082E-12 3.258104280E+06 1.210206251E+00 3.178755878E-10 1.892841810E-02 
0D13 28954 300.05 38.641 1.000000000E+00 4.760329527E+00 6.449284389E-12 2.058316853E+06 1.159224496E+00 4.195084193E-10 2.806847079E-02 
0D14 29692 300.01 38.646 1.000000000E+00 5.088042371E+00 1.114535996E-11 2.501265719E+06 1.180863988E+00 4.630964743E-10 5.350838498E-02 
0D15 29836 300.03 38.643 1.000000000E+00 6.004550440E+00 2.072293741E-11 3.149704895E+06 1.227543664E+00 5.932667861E-10 2.522809850E-02 
0D16 29988 300.03 38.643 1.000000000E+00 6.053507327E+00 1.533103975E-11 2.889557769E+06 1.198779153E+00 5.180041836E-10 2.490278057E-02 
0D17 30946 304.06 38.131 1.000000000E+00 7.821155319E+00 3.721915618E-11 2.667326179E+06 1.226398555E+00 9.648250939E-10 4.910745350E-02 
0D18 31104 304.01 38.138 1.000000000E+00 1.000000000E+01 4.781797377E-31 9.943793824E+19 1.364388500E+00 2.690474134E-09 2.500542145E-01 
0D19 31298 304.05 38.133 1.000000000E+00 4.820409959E+00 2.586783016E-11 2.427443516E+06 1.200410748E+00 8.582781374E-10 1.087326038E-02 
0D20 32202 308.06 37.636 1.000000000E+00 6.941255767E+00 5.487719200E-11 2.668040267E+06 1.200355139E+00 1.506150648E-09 2.361277520E-02 
0D21 32352 308.04 37.639 1.000000000E+00 7.875006267E+00 1.774249357E-32 2.204550145E+06 1.156707335E+00 1.308457617E-09 1.689578361E-02 
