X Y Yfit
7.7000000E+1 7.1200000E+22 7.2949129E+22
8.5000000E+1 7.2300000E+22 7.5360128E+22
9.0000000E+1 7.3300000E+22 7.7121037E+22
9.5000000E+1 7.5200000E+22 7.9051453E+22
1.0000000E+2 7.7800000E+22 8.1126579E+22
1.1000000E+2 8.5800000E+22 8.5624893E+22
1.2000000E+2 9.4000000E+22 9.0429888E+22
1.3000000E+2 1.0100000E+23 9.5420609E+22
1.4000000E+2 1.0700000E+23 1.0047249E+23
1.5000000E+2 1.1200000E+23 1.0552321E+23
1.6000000E+2 1.1500000E+23 1.1050589E+23
1.7000000E+2 1.1800000E+23 1.1536730E+23
1.8000000E+2 1.2000000E+23 1.2013531E+23
1.9000000E+2 1.2150000E+23 1.2474372E+23
2.0000000E+2 1.2460000E+23 1.2925526E+23
2.1000000E+2 1.2970000E+23 1.3363035E+23
2.2000000E+2 1.3370000E+23 1.3797906E+23
2.3000000E+2 1.3950000E+23 1.4229844E+23
2.4000000E+2 1.4600000E+23 1.4672088E+23
2.5000000E+2 1.5300000E+23 1.5142437E+23
2.6000000E+2 1.5890000E+23 1.5648666E+23
2.7000000E+2 1.6440000E+23 1.6213595E+23
2.8000000E+2 1.6900000E+23 1.6863987E+23
2.9000000E+2 1.7430000E+23 1.7618549E+23
