fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00L1 6:51 293.4 39.52 1.000E+000 2.438E+000 2.279E-005 1.972E+004 2.712E+000 1.430E-008 1.684E-004 2.406E-001 1.683E-004 1.798E-005 4.439E-001 1.554E-001 1.156E-004 1.450E-002 
00L2 7:11 296.2 39.14 1.000E+000 2.599E+000 1.771E-005 1.802E+004 2.726E+000 1.510E-008 1.721E-004 2.327E-001 1.721E-004 1.741E-005 4.349E-001 1.490E-001 1.168E-004 4.442E-003 
00L3 7:28 299.5 38.71 1.000E+000 2.664E+000 1.743E-005 1.613E+004 2.697E+000 1.753E-008 1.713E-004 2.231E-001 1.713E-004 1.630E-005 4.266E-001 1.419E-001 1.148E-004 2.324E-003 
00L4 7:44 302.4 38.34 1.000E+000 2.665E+000 1.818E-005 1.457E+004 2.667E+000 2.016E-008 1.728E-004 2.161E-001 1.727E-004 1.570E-005 4.207E-001 1.366E-001 1.148E-004 3.520E-003 
00L5 8:4 305.4 37.96 1.000E+000 2.716E+000 1.829E-005 1.304E+004 2.642E+000 2.285E-008 1.720E-004 2.074E-001 1.719E-004 1.472E-005 4.128E-001 1.302E-001 1.130E-004 3.004E-003 
00L6 8:24 308.3 37.61 1.000E+000 2.840E+000 1.734E-005 1.166E+004 2.645E+000 2.445E-008 1.739E-004 1.987E-001 1.738E-004 1.394E-005 4.037E-001 1.236E-001 1.127E-004 9.453E-004 
00L7 8:42 311.1 37.27 1.000E+000 3.168E+000 1.676E-005 1.041E+004 2.638E+000 2.650E-008 1.740E-004 1.901E-001 1.738E-004 1.305E-005 3.950E-001 1.171E-001 1.113E-004 6.799E-003 
00L8 9:0 313.5 36.98 1.000E+000 3.264E+000 1.630E-005 9.408E+003 2.628E+000 2.866E-008 1.775E-004 1.846E-001 1.774E-004 1.275E-005 3.893E-001 1.132E-001 1.125E-004 1.027E-003 
00L9 9:17 316 36.69 1.000E+000 3.197E+000 1.725E-005 8.426E+003 2.621E+000 3.094E-008 1.756E-004 1.765E-001 1.754E-004 1.180E-005 3.812E-001 1.072E-001 1.100E-004 7.623E-004 
0L10 9:37 318.6 36.39 1.000E+000 3.234E+000 1.619E-005 7.476E+003 2.607E+000 3.357E-008 1.767E-004 1.692E-001 1.764E-004 1.117E-005 3.741E-001 1.020E-001 1.094E-004 1.056E-003 
0L11 9:53 321.5 36.06 1.000E+000 3.048E+000 1.909E-005 6.502E+003 2.578E+000 3.765E-008 1.767E-004 1.614E-001 1.765E-004 1.045E-005 3.669E-001 9.650E-002 1.081E-004 3.254E-003 
0L12 10:14 323.6 35.83 1.000E+000 3.145E+000 1.838E-005 5.852E+003 2.581E+000 3.956E-008 1.773E-004 1.554E-001 1.770E-004 9.909E-006 3.603E-001 9.230E-002 1.072E-004 1.499E-003 
0L13 10:36 325.8 35.59 1.000E+000 3.155E+000 1.834E-005 5.222E+003 2.567E+000 4.224E-008 1.758E-004 1.482E-001 1.755E-004 9.193E-006 3.535E-001 8.730E-002 1.052E-004 1.664E-003 
0L14 10:57 328.1 35.34 1.000E+000 3.438E+000 1.964E-005 4.618E+003 2.557E+000 4.519E-008 1.802E-004 1.433E-001 1.799E-004 8.975E-006 3.482E-001 8.390E-002 1.068E-004 8.933E-004 
0L15 11:19 331.7 34.95 1.000E+000 3.466E+000 2.079E-005 3.787E+003 2.534E+000 5.071E-008 1.779E-004 1.323E-001 1.775E-004 7.928E-006 3.376E-001 7.640E-002 1.036E-004 8.041E-004 
