fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 7:44 298.5 38.84 1.000E+000 8.390E+000 6.071E-011 6.890E+002 2.729E+000 4.187E-006 1.762E-004 1.104E-001 1.740E-004 4.962E-006 2.584E-001 5.630E-002 8.798E-005 7.514E-003 
00L2 8:3 302.4 38.34 1.000E+000 8.671E+000 1.076E-010 7.078E+002 2.751E+000 5.308E-006 1.774E-004 1.116E-001 1.752E-004 5.087E-006 2.603E-001 5.710E-002 8.894E-005 7.381E-003 
00L3 8:20 305 38.01 1.000E+000 8.431E+000 1.610E-010 7.202E+002 2.699E+000 5.537E-006 1.795E-004 1.135E-001 1.773E-004 5.263E-006 2.616E-001 5.830E-002 9.012E-005 2.344E-003 
00L4 8:40 307.9 37.66 1.000E+000 8.102E+000 2.369E-010 7.337E+002 2.695E+000 6.435E-006 1.775E-004 1.123E-001 1.755E-004 5.179E-006 2.629E-001 5.790E-002 8.930E-005 6.064E-004 
00L5 9:0 311.2 37.26 1.000E+000 6.841E+000 4.123E-010 7.486E+002 2.677E+000 7.429E-006 1.788E-004 1.127E-001 1.770E-004 5.284E-006 2.649E-001 5.830E-002 9.049E-005 1.204E-002 
00L6 9:19 313.7 36.96 1.000E+000 5.429E+000 5.998E-010 7.595E+002 2.680E+000 8.546E-006 1.797E-004 1.124E-001 1.783E-004 5.339E-006 2.665E-001 5.830E-002 9.142E-005 5.390E-004 
00L7 9:39 316.1 36.68 1.000E+000 4.472E+000 8.487E-010 7.696E+002 2.645E+000 9.197E-006 1.782E-004 1.111E-001 1.771E-004 5.270E-006 2.677E-001 5.790E-002 9.086E-005 3.972E-003 
00L8 10:1 318.8 36.37 1.000E+000 3.890E+000 1.259E-009 7.803E+002 2.630E+000 1.037E-005 1.801E-004 1.110E-001 1.791E-004 5.358E-006 2.696E-001 5.800E-002 9.223E-005 2.927E-003 
00L9 10:22 321.4 36.07 1.000E+000 4.315E+000 1.844E-009 7.901E+002 2.630E+000 1.191E-005 1.778E-004 1.083E-001 1.768E-004 5.183E-006 2.708E-001 5.670E-002 9.125E-005 6.093E-004 
0L10 10:43 324.4 35.74 1.000E+000 3.853E+000 2.814E-009 8.004E+002 2.607E+000 1.351E-005 1.798E-004 1.075E-001 1.789E-004 5.246E-006 2.729E-001 5.650E-002 9.268E-005 6.259E-004 
0L11 11:4 327.2 35.43 1.000E+000 5.784E+000 4.170E-009 8.091E+002 2.609E+000 1.559E-005 1.813E-004 1.060E-001 1.798E-004 5.228E-006 2.745E-001 5.590E-002 9.336E-005 8.547E-004 
0L12 11:28 329.7 35.17 1.000E+000 9.130E+000 6.038E-009 8.161E+002 2.604E+000 1.759E-005 1.784E-004 1.025E-001 1.760E-004 4.961E-006 2.750E-001 5.400E-002 9.170E-005 6.839E-004 
0L13 11:51 332.4 34.88 1.000E+000 9.648E+000 8.956E-009 8.226E+002 2.609E+000 2.005E-005 1.859E-004 1.034E-001 1.833E-004 5.257E-006 2.773E-001 5.480E-002 9.575E-005 1.475E-003 
