N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 310 2.400E-4 1.251896688E+00 1.277743673E+00
1.468000E+10 3.162E+16 310 2.400E-4 1.258588360E+00 1.277850580E+00
2.154000E+10 3.162E+16 310 2.400E-4 1.263740051E+00 1.278005856E+00
3.162000E+10 3.162E+16 310 2.400E-4 1.267750807E+00 1.278230383E+00
4.642000E+10 3.162E+16 310 2.400E-4 1.270925220E+00 1.278552965E+00
6.813000E+10 3.162E+16 310 2.400E-4 1.273507799E+00 1.279012216E+00
1.000000E+11 3.162E+16 310 2.400E-4 1.275710576E+00 1.279657965E+00
1.468000E+11 3.162E+16 310 2.400E-4 1.277726930E+00 1.280551055E+00
2.154000E+11 3.162E+16 310 2.400E-4 1.279734121E+00 1.281760289E+00
3.162000E+11 3.162E+16 310 2.400E-4 1.281888830E+00 1.283355582E+00
4.642000E+11 3.162E+16 310 2.400E-4 1.284319251E+00 1.285397736E+00
6.813000E+11 3.162E+16 310 2.400E-4 1.287116756E+00 1.287927144E+00
1.000000E+12 3.162E+16 310 2.400E-4 1.290296207E+00 1.290921397E+00
1.468000E+12 3.162E+16 310 2.400E-4 1.294024779E+00 1.294518716E+00
2.154000E+12 3.162E+16 310 2.400E-4 1.298096475E+00 1.298496641E+00
3.162000E+12 3.162E+16 310 2.400E-4 1.302498737E+00 1.302828640E+00
4.642000E+12 3.162E+16 310 2.400E-4 1.307189835E+00 1.307464860E+00
6.813000E+12 3.162E+16 310 2.400E-4 1.312211106E+00 1.312438506E+00
1.000000E+13 3.162E+16 310 2.400E-4 1.317484133E+00 1.317669978E+00
