cprpf1Mn1.dat - 3.4.2024  :35042000
T=293.74 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 3.4.2024  :35136000
T=293.77 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 3.4.2024  :35230000
T=293.78 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 3.4.2024  :35322000
T=293.81 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 3.4.2024  :35418000
T=293.81 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 3.4.2024  :35512000
T=293.82 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 3.4.2024  :35650000
T=293.87 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 3.4.2024  :35742000
T=293.88 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 3.4.2024  :35836000
T=293.91 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 3.4.2024  :35930000
T=293.94 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 3.4.2024  :36024000
T=293.97 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 3.4.2024  :36118000
T=293.97 f=10000 Vm=0.01 Im=10

cprpm1V2n1.dat - 3.4.2024  :36348000
T=294.10 f=1000000 Vb=-1.2 Vm=0.01 Im=10

cprpm0V8n1.dat - 3.4.2024  :36522000
T=294.14 f=1000000 Vb=-0.8 Vm=0.01 Im=10

cprpm0V4n1.dat - 3.4.2024  :36696000
T=294.21 f=1000000 Vb=-0.4 Vm=0.01 Im=10

cprp2V22E-16n1.dat - 3.4.2024  :36872000
T=294.26 f=1000000 Vm=0.01 Im=10

cprp0V4n1.dat - 3.4.2024  :37046000
T=294.31 f=1000000 Vb=0.4 Vm=0.01 Im=10

rrm1V2n1.dat - 3.4.2024  :37308000
T=294.37 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 3.4.2024  :37482000
T=294.36 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 3.4.2024  :37656000
T=294.39 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 3.4.2024  :37832000
T=294.40 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 3.4.2024  :38006000
T=294.42 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 3.4.2024  :38180000
T=294.45 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 3.4.2024  :38356000
T=294.47 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 3.4.2024  :38530000
T=294.49 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 3.4.2024  :38704000
T=294.48 f=1000000 Vb=0.4 Vm=0.01 Im=10

i1.dat - 5.4.2024  :34994000
T=296.04

d51ai1pr.dat - 5.4.2024  :34994000
T=296.04

d51ai1zv.dat - 5.4.2024  :34994000
T=296.04

i2.dat - 5.4.2024  :35028000
T=296.09

d51ai2pr.dat - 5.4.2024  :35028000
T=296.09

d51ai2zv.dat - 5.4.2024  :35028000
T=296.09

i3.dat - 5.4.2024  :35054000
T=296.09

d51ai3pr.dat - 5.4.2024  :35054000
T=296.09

d51ai3zv.dat - 5.4.2024  :35054000
T=296.09

