fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 34174 292.31 39.664 1.065116142E+00 5.968408833E-01 3.176446757E-11 1.000000000E+19 2.328385606E+01 0.000000000E+00 2.620556534E-04 4.172668983E-01 1.620556534E-04 -8.207575062E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.886119474E-01 
00L2 34322 293.5 39.503 1.061768257E+00 6.350999028E-01 3.746587350E-11 1.000000000E+19 4.484671080E+01 0.000000000E+00 2.627630926E-04 4.107816519E-01 1.627630926E-04 -8.300915881E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.683733364E-01 
00L3 34442 294.14 39.417 1.063652803E+00 6.109321915E-01 4.546733061E-11 1.000000000E+19 2.386999398E+01 0.000000000E+00 2.630294584E-04 4.083571112E-01 1.630294584E-04 7.658493187E-01 5.098583533E-05 3.397524914E-01 1.500697342E-04 6.708045880E-01 
00L4 34562 298.59 38.83 1.108481602E+00 5.248650013E-01 1.970744092E-10 1.000000000E+19 4.980638142E+01 0.000000000E+00 2.644653167E-04 3.944840889E-01 1.644653167E-04 -8.554392368E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.924265840E-01 
00L5 34688 300.91 38.53 1.056300336E+00 6.964293896E-01 1.248881696E-10 1.000000000E+19 4.697324480E+01 0.000000000E+00 2.643806266E-04 3.833858292E-01 1.643806266E-04 7.630955588E-01 4.809119999E-05 3.188212940E-01 1.508211046E-04 2.228012671E+00 
00L6 34804 300.7 38.557 1.100991515E+00 5.914183102E-01 2.331136463E-10 1.000000000E+19 2.298577852E+00 0.000000000E+00 2.641026986E-04 3.879625236E-01 1.641026986E-04 -8.717410243E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.234165175E-01 
00L7 34924 300.14 38.629 1.098449146E+00 5.935807512E-01 2.070194079E-10 1.000000000E+19 2.981646241E+01 0.000000000E+00 2.638117620E-04 3.895109562E-01 1.638117620E-04 -8.698176645E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.074034507E-01 
00L8 35044 299.89 38.662 9.636761694E-01 8.923655930E-01 1.981246991E-11 1.000000000E+19 5.518353847E+00 0.000000000E+00 2.639275772E-04 3.904634361E-01 1.639275772E-04 -8.670828397E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 7.934100526E-01 
00L9 35164 299.92 38.658 1.055280244E+00 7.098996515E-01 1.023202689E-10 1.000000000E+19 1.069045550E+01 0.000000000E+00 2.637291831E-04 3.902434017E-01 1.637291831E-04 -8.686229897E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.591665363E-01 
0L10 35286 299.97 38.651 1.045929638E+00 7.200527363E-01 8.769718617E-11 1.000000000E+19 1.393882536E+00 0.000000000E+00 2.638195756E-04 3.903209057E-01 1.638195756E-04 -8.679713171E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.721413095E-01 
