T nFsrh nFBsrh dnsrh nF nFB dn
290 1.164764845E+00 1.218506185E+0 -5.374134000E-02 1.164764845E+00 1.218506185E+0 -5.374134000E-02
295 1.168416029E+00 1.214340597E+0 -4.592456800E-02 1.168416029E+00 1.214340597E+0 -4.592456800E-02
300 1.168095369E+00 1.210445594E+0 -4.235022500E-02 1.168095369E+00 1.210445594E+0 -4.235022500E-02
305 1.173437835E+00 1.206799292E+0 -3.336145700E-02 1.173437835E+00 1.206799292E+0 -3.336145700E-02
310 1.176395154E+00 1.203382011E+0 -2.698685700E-02 1.176395154E+00 1.203382011E+0 -2.698685700E-02
315 1.176100931E+00 1.200176009E+0 -2.407507800E-02 1.176100931E+00 1.200176009E+0 -2.407507800E-02
320 1.166176702E+00 1.197165262E+0 -3.098856000E-02 1.166176702E+00 1.197165262E+0 -3.098856000E-02
325 1.156788216E+00 1.194335263E+0 -3.754704700E-02 1.156788216E+00 1.194335263E+0 -3.754704700E-02
330 1.137089567E+00 1.191672855E+0 -5.458328800E-02 1.137089567E+00 1.191672855E+0 -5.458328800E-02
335 1.117222618E+00 1.189166080E+0 -7.194346200E-02 1.117222618E+00 1.189166080E+0 -7.194346200E-02
340 1.102870719E+00 1.186804050E+0 -8.393333100E-02 1.102870719E+00 1.186804050E+0 -8.393333100E-02
