T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.707330000E-04 2.400710000E-04 3.340750000E-04 4.368950000E-04 5.274050000E-04 6.307280000E-04 7.974010000E-04 1.049054000E-03 1.409310000E-03
295 1.565700000E-04 2.180340000E-04 3.139010000E-04 4.093590000E-04 5.138810000E-04 6.195080000E-04 7.831030000E-04 1.017173000E-03 1.354706000E-03
300 1.436450000E-04 2.066320000E-04 2.956580000E-04 4.096630000E-04 5.065550000E-04 6.293500000E-04 7.788890000E-04 1.007466000E-03 1.366710000E-03
305 1.298870000E-04 2.017010000E-04 2.891810000E-04 4.115230000E-04 5.119670000E-04 6.492120000E-04 8.321240000E-04 1.074764000E-03 1.408732000E-03
310 1.177870000E-04 2.023380000E-04 2.971500000E-04 4.266690000E-04 5.501300000E-04 7.127190000E-04 9.242280000E-04 1.197985000E-03 1.572637000E-03
315 9.037800000E-05 2.037410000E-04 3.121850000E-04 4.440240000E-04 6.099810000E-04 8.226020000E-04 1.042089000E-03 1.358713000E-03 1.822213000E-03
320 2.264400000E-05 1.992340000E-04 3.383340000E-04 4.944100000E-04 6.832270000E-04 9.363360000E-04 1.223370000E-03 1.604931000E-03 2.092139000E-03
325 1.012260000E-04 1.648250000E-04 3.642350000E-04 5.577600000E-04 7.883540000E-04 1.079018000E-03 1.451072000E-03 1.915889000E-03 2.503064000E-03
330 1.079230000E-04 5.893000000E-05 3.718310000E-04 6.254920000E-04 9.140720000E-04 1.271472000E-03 1.705942000E-03 2.261969000E-03 3.005823000E-03
335 1.320010000E-04 1.119130000E-04 3.247100000E-04 6.906110000E-04 1.047593000E-03 1.479129000E-03 2.024557000E-03 2.694253000E-03 3.541856000E-03
340 1.816740000E-04 1.199300000E-04 1.531440000E-04 7.171970000E-04 1.195246000E-03 1.725185000E-03 2.380495000E-03 3.184645000E-03 4.190446000E-03
