fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0UT1 10:33 303.6 38.19 1.000E+000 2.137E+000 3.267E-006 5.766E+004 2.318E+000 9.675E-008 1.316E-003 
0UT2 10:56 306.9 37.78 1.000E+000 2.219E+000 2.592E-006 5.076E+004 2.341E+000 9.837E-008 1.344E-003 
0UT3 11:12 309.1 37.51 1.000E+000 2.233E+000 2.639E-006 4.654E+004 2.331E+000 1.027E-007 1.634E-003 
0UT4 11:36 311.7 37.2 1.000E+000 2.223E+000 2.641E-006 4.191E+004 2.317E+000 1.066E-007 2.099E-003 
0UT5 11:58 313.6 36.97 1.000E+000 2.247E+000 2.486E-006 3.876E+004 2.332E+000 1.060E-007 9.046E-004 
0UT6 12:18 315.9 36.7 1.000E+000 2.246E+000 2.513E-006 3.518E+004 2.309E+000 1.121E-007 1.141E-003 
0UT7 12:43 318.3 36.43 1.000E+000 2.242E+000 2.598E-006 3.171E+004 2.307E+000 1.147E-007 1.510E-003 
0UT8 13:8 320.7 36.15 1.000E+000 2.201E+000 2.868E-006 2.847E+004 2.276E+000 1.207E-007 4.745E-003 
0UT9 13:27 323.7 35.82 1.000E+000 2.336E+000 2.587E-006 2.472E+004 2.310E+000 1.219E-007 8.006E-004 
UT10 13:48 326.1 35.55 1.000E+000 2.349E+000 2.535E-006 2.193E+004 2.306E+000 1.239E-007 1.217E-003 
UT11 14:6 328.3 35.32 1.000E+000 2.345E+000 2.634E-006 1.952E+004 2.269E+000 1.337E-007 1.016E-003 
UT12 14:24 331.1 35.02 1.000E+000 2.309E+000 2.866E-006 1.660E+004 2.258E+000 1.422E-007 1.253E-003 
