fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 33189961.1 340.1 34.091 2.084933991E-01 1.327070590E-04 1.281535679E-05 1.367220542E-01 9.374086882E-05 4.631742080E-01 0.000000000E+00 
00L2 33215466.347 339.97 34.104 2.098920616E-01 1.335443640E-04 1.302577676E-05 1.394567128E-01 9.340198390E-05 4.647100380E-01 0.000000000E+00 
00L3 33236376.258 339.91 34.11 2.101989283E-01 1.343315140E-04 1.308819701E-05 1.390199200E-01 9.414299620E-05 4.635231366E-01 0.000000000E+00 
00L4 33257373.105 339.86 34.115 2.108977727E-01 1.346696944E-04 1.294892470E-05 1.372993101E-01 9.430138472E-05 4.559233527E-01 0.000000000E+00 
00L5 33278373.601 339.82 34.119 2.116655095E-01 1.349054755E-04 1.279241578E-05 1.372004493E-01 9.323118961E-05 4.479947178E-01 0.000000000E+00 
00L6 33299374.662 339.8 34.121 2.120017955E-01 1.359129353E-04 1.303832798E-05 1.377877138E-01 9.462820965E-05 4.525031118E-01 0.000000000E+00 
00L7 33320375.314 339.77 34.124 2.128875666E-01 1.367127446E-04 1.333402758E-05 1.391661763E-01 9.581169572E-05 4.581440483E-01 0.000000000E+00 
00L8 33341375.944 339.78 34.123 2.132433585E-01 1.375823383E-04 1.354233141E-05 1.387336875E-01 9.761368640E-05 4.615887736E-01 0.000000000E+00 
00L9 33362376.111 339.77 34.124 2.140798470E-01 1.386263232E-04 1.376962349E-05 1.401387278E-01 9.825707439E-05 4.639814044E-01 0.000000000E+00 
0L10 33383376.886 339.76 34.125 2.145378029E-01 1.396956719E-04 1.386973809E-05 1.416503249E-01 9.791613585E-05 4.627873515E-01 0.000000000E+00 
0L11 33404380.137 339.77 34.124 2.151471638E-01 1.403766714E-04 1.400500345E-05 1.414369702E-01 9.902339844E-05 4.637166124E-01 0.000000000E+00 
0L12 33425378.913 339.79 34.122 2.156538050E-01 1.409757072E-04 1.406407366E-05 1.413670629E-01 9.948518319E-05 4.626043637E-01 0.000000000E+00 
0L13 33446138.903 339.81 34.12 2.150823555E-01 1.416701556E-04 1.418705826E-05 1.420764445E-01 9.985624228E-05 4.655959535E-01 0.000000000E+00 
0L14 33467139.826 339.82 34.119 2.152311335E-01 1.425550075E-04 1.435378652E-05 1.428222084E-01 1.005095363E-04 4.678201378E-01 0.000000000E+00 
0L15 33488140.629 339.85 34.116 2.156535777E-01 1.435915675E-04 1.447724128E-05 1.436587591E-01 1.007764580E-04 4.675200155E-01 0.000000000E+00 
0L16 33509141.123 339.86 34.115 2.154952448E-01 1.443159961E-04 1.453680136E-05 1.423843130E-01 1.020931131E-04 4.674301197E-01 0.000000000E+00 
0L17 33530372.266 339.88 34.113 2.156375530E-01 1.447133286E-04 1.465513058E-05 1.434930809E-01 1.021387125E-04 4.696310087E-01 0.000000000E+00 
0L18 33551375.324 339.91 34.11 2.165279234E-01 1.453337437E-04 1.473908729E-05 1.438552917E-01 1.024605803E-04 4.683712397E-01 0.000000000E+00 
0L19 33572373.779 339.92 34.109 2.162521032E-01 1.457377169E-04 1.467885833E-05 1.418546360E-01 1.034785329E-04 4.657576292E-01 0.000000000E+00 
0L20 33593374.415 339.94 34.107 2.166515832E-01 1.467047230E-04 1.486191167E-05 1.424164343E-01 1.043537807E-04 4.675937665E-01 0.000000000E+00 
0L21 33614377.593 339.94 34.107 2.167512307E-01 1.472415961E-04 1.481115179E-05 1.425525729E-01 1.039009682E-04 4.640841586E-01 0.000000000E+00 
0L22 33635369.166 339.96 34.105 2.172183860E-01 1.474404141E-04 1.470105267E-05 1.423310017E-01 1.032815159E-04 4.590239112E-01 0.000000000E+00 
0L23 33656367.25 339.99 34.102 2.177672617E-01 1.472318862E-04 1.434592517E-05 1.398409167E-01 1.025870834E-04 4.474392675E-01 0.000000000E+00 
0L24 33677367.375 340 34.101 2.176347267E-01 1.475446194E-04 1.443296841E-05 1.399625105E-01 1.031202028E-04 4.494734984E-01 0.000000000E+00 
0L25 33698369.955 339.99 34.102 2.180181167E-01 1.484771846E-04 1.455436222E-05 1.402547150E-01 1.037712683E-04 4.496150825E-01 0.000000000E+00 
0L26 33719389.13 340.02 34.099 2.187854055E-01 1.491854352E-04 1.468189574E-05 1.422892794E-01 1.031807629E-04 4.498185506E-01 0.000000000E+00 
0L27 33740369.8 340.04 34.097 2.189655701E-01 1.500177883E-04 1.468522575E-05 1.411759339E-01 1.040224758E-04 4.470561118E-01 0.000000000E+00 
