fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_320 001_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.759804913E-14 1.000000000E+20 1.251734980E+00 3.089347504E-15 1.998749293E-04 
001_320_SRH 001_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.677458905E-15 1.000000000E+20 1.271349999E+00 2.957960958E-15 4.729350194E-04 
002_320 002_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.112416975E-14 1.000000000E+20 1.257743373E+00 4.470714670E-15 2.489165854E-04 
002_320_SRH 002_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.122439605E-14 1.000000000E+20 1.271419981E+00 4.341130794E-15 4.749635740E-04 
003_320 003_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.624921363E-14 1.000000000E+20 1.262064186E+00 6.498808653E-15 2.970501163E-04 
003_320_SRH 003_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.638023254E-14 1.000000000E+20 1.271521467E+00 6.370711319E-15 4.779313835E-04 
004_320 004_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.366593482E-14 1.000000000E+20 1.265170199E+00 9.475124557E-15 3.418029149E-04 
004_320_SRH 004_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.384178559E-14 1.000000000E+20 1.271668002E+00 9.348388319E-15 4.822665031E-04 
005_320 005_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.433181491E-14 1.000000000E+20 1.267437147E+00 1.384154718E-14 3.820813161E-04 
005_320_SRH 005_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.457212233E-14 1.000000000E+20 1.271878061E+00 1.371622369E-14 4.885853999E-04 
006_320 006_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.953375056E-14 1.000000000E+20 1.269155125E+00 2.024525290E-14 4.183253549E-04 
006_320_SRH 006_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.986550486E-14 1.000000000E+20 1.272175748E+00 2.012156538E-14 4.977666172E-04 
007_320 007_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.093190237E-14 1.000000000E+20 1.270546793E+00 2.963333265E-14 4.522805961E-04 
007_320_SRH 007_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.139124877E-14 1.000000000E+20 1.272591549E+00 2.951168355E-14 5.110472327E-04 
008_320 008_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.105425993E-13 1.000000000E+20 1.271783493E+00 4.339065010E-14 4.866624774E-04 
008_320_SRH 008_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.011760488E-13 1.000000000E+20 1.273160386E+00 4.327161976E-14 5.301375460E-04 
009_320 009_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.506050780E-13 1.000000000E+20 1.272995507E+00 6.354081499E-14 5.249118982E-04 
009_320_SRH 009_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.414691063E-13 1.000000000E+20 1.273917087E+00 6.342514741E-14 5.573436886E-04 
010_320 010_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.032901364E-13 1.000000000E+20 1.274275009E+00 9.303993523E-14 5.710808782E-04 
010_320_SRH 010_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.944477951E-13 1.000000000E+20 1.274887613E+00 9.292847867E-14 5.956719345E-04 
011_320 011_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.702889902E-13 1.000000000E+20 1.275672316E+00 1.362079351E-13 6.297812292E-04 
011_320_SRH 011_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.618024281E-13 1.000000000E+20 1.276076574E+00 1.361015484E-13 6.488689103E-04 
012_320 012_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.524758336E-13 1.000000000E+20 1.277190642E+00 1.993650254E-13 7.060822768E-04 
012_320_SRH 012_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.443951781E-13 1.000000000E+20 1.277455507E+00 1.992643926E-13 7.213325443E-04 
013_320 013_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.499624759E-13 1.000000000E+20 1.278787024E+00 2.917729721E-13 8.052489528E-04 
013_320_SRH 013_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.423141350E-13 1.000000000E+20 1.278959554E+00 2.916784538E-13 8.178270079E-04 
014_320 014_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.627446300E-13 1.000000000E+20 1.280385993E+00 4.270244323E-13 9.322784284E-04 
014_320_SRH 014_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.555239969E-13 1.000000000E+20 1.280498025E+00 4.269359627E-13 9.429842057E-04 
015_320 015_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.915403583E-13 1.000000000E+20 1.282142387E+00 6.255825185E-13 1.092183015E-03 
015_320_SRH 015_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.848935661E-13 1.000000000E+20 1.282918737E+00 6.258424407E-13 1.100579700E-03 
016_320 016_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.433960930E-13 1.000000000E+20 1.293732707E+00 9.224289176E-13 1.292689898E-03 
