T d154 d184 d214 d244
d 150 180 210 240
290 1.231004014E+00 1.228047089E+00 1.227141023E+00 1.226322346E+00
295 1.231275474E+00 1.228538479E+00 1.227853202E+00 1.226993749E+00
300 1.231232005E+00 1.228662693E+00 1.228231150E+00 1.227302294E+00
305 1.229930435E+00 1.227270489E+00 1.226982475E+00 1.226176706E+00
310 1.225355616E+00 1.222681444E+00 1.222524384E+00 1.222014540E+00
315 1.214198787E+00 1.211535228E+00 1.211520668E+00 1.211537200E+00
320 1.190847453E+00 1.188344704E+00 1.189015396E+00 1.189699367E+00
325 1.146694713E+00 1.144690106E+00 1.146664472E+00 1.148886992E+00
330 1.071533813E+00 1.070582910E+00 1.074704451E+00 1.079473919E+00
335 1.012078679E+00 1.010948283E+00 1.010161509E+00 1.009590726E+00
340 1.012673631E+00 1.011467130E+00 1.010584127E+00 1.009923635E+00
