T d154 d184 d214 d244
d 150 180 210 240
290 1.270304721E+00 1.268526399E+00 1.267155990E+00 1.265842373E+00
295 1.270309102E+00 1.268806763E+00 1.267505993E+00 1.266544628E+00
300 1.271339923E+00 1.269865264E+00 1.268731199E+00 1.268016072E+00
305 1.273271707E+00 1.271683566E+00 1.270717260E+00 1.270119372E+00
310 1.275677808E+00 1.274026152E+00 1.273223069E+00 1.272551807E+00
315 1.278345732E+00 1.276623472E+00 1.275639362E+00 1.274597097E+00
320 1.280790715E+00 1.279138828E+00 1.277949697E+00 1.276859866E+00
325 1.282517591E+00 1.280812628E+00 1.279412934E+00 1.278361309E+00
330 1.282967455E+00 1.281109949E+00 1.279613049E+00 1.278314680E+00
335 1.281076691E+00 1.279034496E+00 1.277458457E+00 1.276083880E+00
340 1.275104329E+00 1.272895592E+00 1.271319688E+00 1.268466998E+00
