T d154 d184 d214 d244
d 150 180 210 240
290 1.330347320E+00 1.327885779E+00 1.325934546E+00 1.325735747E+00
295 1.328956846E+00 1.326471878E+00 1.324528222E+00 1.324406560E+00
300 1.328508692E+00 1.326254774E+00 1.324146164E+00 1.324073980E+00
305 1.329098225E+00 1.327272861E+00 1.324827286E+00 1.324929441E+00
310 1.330734037E+00 1.329068088E+00 1.326658665E+00 1.326612717E+00
315 1.333251364E+00 1.331741165E+00 1.329468984E+00 1.329310887E+00
320 1.336526558E+00 1.335179005E+00 1.332926177E+00 1.332753269E+00
325 1.340220055E+00 1.339035909E+00 1.337085268E+00 1.336621736E+00
330 1.344160453E+00 1.342668085E+00 1.341209904E+00 1.340967782E+00
335 1.348399269E+00 1.346846465E+00 1.345341878E+00 1.345083886E+00
340 1.352403535E+00 1.350638915E+00 1.349133727E+00 1.348879789E+00
