T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 2.751300000E-05 4.225600000E-05 6.338800000E-05 9.376900000E-05 1.328750000E-04 1.885790000E-04 2.751290000E-04 3.985320000E-04 5.636130000E-04
295 2.466800000E-05 3.791900000E-05 5.765200000E-05 8.456100000E-05 1.221640000E-04 1.732230000E-04 2.522650000E-04 3.651620000E-04 5.159280000E-04
300 2.262100000E-05 3.534600000E-05 5.246200000E-05 7.848200000E-05 1.139040000E-04 1.600630000E-04 2.273860000E-04 3.261310000E-04 4.706310000E-04
305 2.097200000E-05 3.340100000E-05 5.096800000E-05 7.445300000E-05 1.068550000E-04 1.482020000E-04 2.124670000E-04 3.035620000E-04 4.572570000E-04
310 1.957900000E-05 3.239800000E-05 4.913200000E-05 7.375800000E-05 1.039910000E-04 1.461120000E-04 2.053000000E-04 2.897920000E-04 4.043540000E-04
315 1.733700000E-05 3.284100000E-05 4.995200000E-05 7.438800000E-05 1.053730000E-04 1.480670000E-04 2.016410000E-04 2.802990000E-04 3.951790000E-04
320 1.137700000E-05 3.385000000E-05 5.330300000E-05 7.797600000E-05 1.100740000E-04 1.523390000E-04 2.102570000E-04 2.882180000E-04 3.922740000E-04
325 -2.561000000E-06 3.330000000E-05 5.823100000E-05 8.580300000E-05 1.209950000E-04 1.664780000E-04 2.276890000E-04 3.085760000E-04 4.152150000E-04
330 1.529600000E-05 2.683800000E-05 6.382400000E-05 9.628700000E-05 1.366020000E-04 1.875750000E-04 2.510170000E-04 3.373530000E-04 4.550990000E-04
335 1.703200000E-05 7.332000000E-06 6.741700000E-05 1.101820000E-04 1.558550000E-04 2.132640000E-04 2.877450000E-04 3.839530000E-04 5.076100000E-04
340 2.166500000E-05 1.776200000E-05 6.170100000E-05 1.249740000E-04 1.814440000E-04 2.486590000E-04 3.346110000E-04 4.449050000E-04 6.090430000E-04
