N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025234975E+00 1.015338652E+00 1.013957649E+00 1.012854780E+00
1.600000000E+01 1.258586067E+00 1.255774705E+00 1.253402401E+00 1.251402053E+00
1.700000000E+01 1.325595354E+00 1.322844093E+00 1.319488089E+00 1.318647706E+00
1.549996187E+01 1.218762243E+00 1.213759090E+00 1.211479902E+00 1.209183619E+00
1.649996187E+01 1.287331057E+00 1.285152304E+00 1.283390841E+00 1.282035644E+00
1.674996808E+01 1.305753912E+00 1.301777946E+00 1.300214741E+00 1.299205757E+00
1.624993176E+01 1.272642862E+00 1.270097492E+00 1.268416200E+00 1.266923043E+00
1.574996808E+01 1.242651788E+00 1.239174677E+00 1.236663207E+00 1.235308168E+00
1.524993176E+01 1.165125455E+00 1.157646254E+00 1.152577331E+00 1.148973272E+00
