N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.045518459E+00 1.043380963E+00 1.041287411E+00 1.039222300E+00
1.600000000E+01 1.227877484E+00 1.220639753E+00 1.213592438E+00 1.210891932E+00
1.700000000E+01 1.344188621E+00 1.341433231E+00 1.338822239E+00 1.337591386E+00
1.549996187E+01 1.012002651E+00 1.010851894E+00 1.009989994E+00 1.009297680E+00
1.649996187E+01 1.299523137E+00 1.296657522E+00 1.293567999E+00 1.290964190E+00
1.674996808E+01 1.322512293E+00 1.318463510E+00 1.316482723E+00 1.314354572E+00
1.624993176E+01 1.273762491E+00 1.269164473E+00 1.265237038E+00 1.261819359E+00
1.574996808E+01 1.119966635E+00 1.105185040E+00 1.098001590E+00 1.093396864E+00
1.524993176E+01 1.019790162E+00 1.018421731E+00 1.017231241E+00 1.016164995E+00
