N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 330 1.800E-4 1.241975696E+00 1.334067690E+00
1.468000E+10 1.000E+17 330 1.800E-4 1.264296124E+00 1.334150793E+00
2.154000E+10 1.000E+17 330 1.800E-4 1.282152615E+00 1.334271794E+00
3.162000E+10 1.000E+17 330 1.800E-4 1.295996864E+00 1.334447311E+00
4.642000E+10 1.000E+17 330 1.800E-4 1.306555618E+00 1.334700620E+00
6.813000E+10 1.000E+17 330 1.800E-4 1.314590758E+00 1.335063445E+00
1.000000E+11 1.000E+17 330 1.800E-4 1.320774826E+00 1.335577777E+00
1.468000E+11 1.000E+17 330 1.800E-4 1.325656021E+00 1.336296558E+00
2.154000E+11 1.000E+17 330 1.800E-4 1.329670939E+00 1.337282179E+00
3.162000E+11 1.000E+17 330 1.800E-4 1.333168889E+00 1.338601257E+00
4.642000E+11 1.000E+17 330 1.800E-4 1.336428338E+00 1.340315118E+00
6.813000E+11 1.000E+17 330 1.800E-4 1.339662012E+00 1.342467721E+00
1.000000E+12 1.000E+17 330 1.800E-4 1.343017370E+00 1.345075499E+00
1.468000E+12 1.000E+17 330 1.800E-4 1.346569591E+00 1.348112030E+00
2.154000E+12 1.000E+17 330 1.800E-4 1.350457736E+00 1.351641181E+00
3.162000E+12 1.000E+17 330 1.800E-4 1.354520622E+00 1.355453626E+00
4.642000E+12 1.000E+17 330 1.800E-4 1.358805574E+00 1.359557116E+00
6.813000E+12 1.000E+17 330 1.800E-4 1.363296860E+00 1.363909014E+00
1.000000E+13 1.000E+17 330 1.800E-4 1.368080154E+00 1.368570857E+00
