T d154 d184 d214 d244
d 150 180 210 240
290 1.239486855E+00 1.236611793E+00 1.233098503E+00 1.231550899E+00
295 1.240336428E+00 1.237681938E+00 1.234579045E+00 1.232992996E+00
300 1.241526922E+00 1.238905244E+00 1.235904118E+00 1.234339935E+00
305 1.242393229E+00 1.239642588E+00 1.236538463E+00 1.234928107E+00
310 1.242003873E+00 1.238225022E+00 1.235373332E+00 1.233657320E+00
315 1.238709927E+00 1.234141542E+00 1.230550359E+00 1.228414263E+00
320 1.229880676E+00 1.223898899E+00 1.219189906E+00 1.216187411E+00
325 1.210754474E+00 1.202580200E+00 1.196046322E+00 1.191651988E+00
330 1.174581422E+00 1.162771773E+00 1.153641391E+00 1.147542811E+00
335 1.112223120E+00 1.093992225E+00 1.083202041E+00 1.075074473E+00
340 1.017051436E+00 1.008872121E+00 1.008123058E+00 1.007533358E+00
