T d154 d184 d214 d244
d 150 180 210 240
290 1.238512390E+00 1.235301836E+00 1.231415328E+00 1.229459050E+00
295 1.239428628E+00 1.236435889E+00 1.232944225E+00 1.230922817E+00
300 1.240614368E+00 1.237609167E+00 1.234152164E+00 1.232064096E+00
305 1.241355576E+00 1.238105642E+00 1.234392446E+00 1.232070169E+00
310 1.240625645E+00 1.236108322E+00 1.232343451E+00 1.229553694E+00
315 1.236600788E+00 1.230831415E+00 1.225756478E+00 1.221881900E+00
320 1.226334158E+00 1.218296093E+00 1.211066680E+00 1.205137367E+00
325 1.204581728E+00 1.192869902E+00 1.182056890E+00 1.172759583E+00
330 1.164000615E+00 1.146350418E+00 1.130281310E+00 1.116359641E+00
335 1.095272986E+00 1.068275644E+00 1.047310459E+00 1.027945254E+00
340 1.009864959E+00 1.008794177E+00 1.008065690E+00 1.007500237E+00
