T d154 d184 d214 d244
d 150 180 210 240
290 1.263025423E+00 1.263197888E+00 1.262116136E+00 1.262522758E+00
295 1.261720643E+00 1.261903561E+00 1.261085153E+00 1.261327883E+00
300 1.261328941E+00 1.261471061E+00 1.260718821E+00 1.261076077E+00
305 1.261574593E+00 1.261706232E+00 1.260972780E+00 1.261321241E+00
310 1.262196744E+00 1.261662322E+00 1.261524395E+00 1.262063656E+00
315 1.262651926E+00 1.262087380E+00 1.261832389E+00 1.262447214E+00
320 1.262333407E+00 1.261716456E+00 1.261385486E+00 1.261909420E+00
325 1.259834159E+00 1.259287699E+00 1.258762051E+00 1.259009008E+00
330 1.253600936E+00 1.252846895E+00 1.252054019E+00 1.252068447E+00
335 1.240313641E+00 1.237640800E+00 1.237988733E+00 1.237475228E+00
340 1.215193681E+00 1.211924837E+00 1.211431627E+00 1.209956788E+00
