N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 3.546630600E-02 3.555295000E-02 3.590001500E-02 3.680160300E-02 3.737963100E-02 3.782978900E-02 3.830466700E-02 3.740291900E-02 3.485558100E-02 3.012668600E-02 2.005829000E-02
1.016672606E+01 3.721125300E-02 3.694113800E-02 3.700577400E-02 3.772655800E-02 3.815813200E-02 3.852321400E-02 3.899202500E-02 3.808464700E-02 3.551566000E-02 3.071498900E-02 2.026717600E-02
1.033324570E+01 3.901442800E-02 3.838058700E-02 3.814505800E-02 3.865679500E-02 3.891070200E-02 3.915512900E-02 3.957435200E-02 3.862715800E-02 3.601979100E-02 3.115970500E-02 2.044345200E-02
1.049996187E+01 4.071348200E-02 3.974390900E-02 3.922217200E-02 3.952277600E-02 3.959355500E-02 3.970548800E-02 4.005340500E-02 3.905335300E-02 3.640935400E-02 3.151638700E-02 2.064707500E-02
1.066670514E+01 4.217481800E-02 4.092134400E-02 4.015024100E-02 4.025740100E-02 4.015934300E-02 4.014547400E-02 4.041762100E-02 3.936931400E-02 3.670693100E-02 3.182229000E-02 2.092295800E-02
1.083333839E+01 4.331902800E-02 4.184454000E-02 4.087249800E-02 4.081458300E-02 4.057319900E-02 4.045147000E-02 4.065445300E-02 3.957504300E-02 3.692609500E-02 3.210516200E-02 2.131155000E-02
1.100000000E+01 4.411893800E-02 4.248749600E-02 4.136500400E-02 4.117287800E-02 4.081702800E-02 4.060964800E-02 4.075528700E-02 3.966971700E-02 3.707650100E-02 3.238875900E-02 2.185448900E-02
1.116672606E+01 4.458292500E-02 4.285417100E-02 4.162798000E-02 4.133384300E-02 4.088602000E-02 4.061450000E-02 4.071531000E-02 3.965245700E-02 3.716546800E-02 3.269389400E-02 2.259480400E-02
1.133324570E+01 4.473844700E-02 4.296552200E-02 4.167615800E-02 4.129318000E-02 4.079324400E-02 4.046658700E-02 4.053290400E-02 3.952247900E-02 3.719712000E-02 3.303573100E-02 2.356929800E-02
1.149996187E+01 4.462431800E-02 4.285338700E-02 4.153459800E-02 4.108271800E-02 4.052913500E-02 4.017381300E-02 4.021200300E-02 3.928060300E-02 3.717195500E-02 3.341806400E-02 2.479210600E-02
1.166670514E+01 4.429264500E-02 4.256229500E-02 4.123455100E-02 4.073452700E-02 4.014252500E-02 3.977064700E-02 3.976796400E-02 3.893419900E-02 3.708735000E-02 3.382627200E-02 2.623072700E-02
1.183333839E+01 4.381606600E-02 4.215552100E-02 4.084528600E-02 4.030834300E-02 3.968190500E-02 3.926841000E-02 3.923552300E-02 3.850387900E-02 3.694120000E-02 3.422356500E-02 2.778634000E-02
1.200000000E+01 4.329187200E-02 4.171822500E-02 4.043812400E-02 3.987756100E-02 3.920230200E-02 3.874629200E-02 3.867270700E-02 3.802941900E-02 3.673929300E-02 3.455968700E-02 2.930013100E-02
1.216672606E+01 4.283333100E-02 4.134996300E-02 4.010357000E-02 3.951093500E-02 3.880003000E-02 3.828328800E-02 3.815520800E-02 3.756918100E-02 3.650433200E-02 3.479484900E-02 3.060405500E-02
1.233324570E+01 4.254293400E-02 4.113910300E-02 3.992429200E-02 3.932103200E-02 3.853709000E-02 3.795611100E-02 3.775947200E-02 3.718956300E-02 3.627913700E-02 3.492769200E-02 3.159785200E-02
1.249996187E+01 4.247217900E-02 4.114604000E-02 3.995685900E-02 3.932650700E-02 3.848473000E-02 3.781706300E-02 3.754061500E-02 3.694621000E-02 3.611589900E-02 3.500125900E-02 3.229333000E-02
1.266670514E+01 4.260973000E-02 4.135668900E-02 4.018131900E-02 3.953872500E-02 3.863053300E-02 3.787814700E-02 3.751640600E-02 3.686596700E-02 3.605514400E-02 3.507729400E-02 3.278499200E-02
1.283333839E+01 4.287005900E-02 4.170173400E-02 4.055702400E-02 3.991790200E-02 3.894516600E-02 3.811018800E-02 3.766560600E-02 3.694085100E-02 3.610932500E-02 3.520082100E-02 3.317832100E-02
1.300000000E+01 4.314604600E-02 4.208519500E-02 4.099113800E-02 4.037483000E-02 3.936220100E-02 3.845761000E-02 3.794134800E-02 3.713717900E-02 3.626356000E-02 3.538519800E-02 3.354067300E-02
