N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.037898369E+00 1.033852225E+00 1.031674727E+00 1.030720729E+00
1.600000000E+01 1.259860205E+00 1.259809312E+00 1.257777930E+00 1.258447202E+00
1.700000000E+01 1.363188631E+00 1.362848716E+00 1.362313740E+00 1.362704817E+00
1.549996187E+01 1.014026918E+00 1.019787693E+00 1.022117975E+00 1.020922764E+00
1.649996187E+01 1.318028811E+00 1.318691384E+00 1.318529196E+00 1.318287848E+00
1.674996808E+01 1.340967574E+00 1.339837838E+00 1.340307486E+00 1.340184361E+00
1.624993176E+01 1.294866275E+00 1.294779953E+00 1.294458260E+00 1.292300596E+00
1.574996808E+01 1.185760364E+00 1.185460781E+00 1.186752443E+00 1.186311718E+00
1.524993176E+01 1.018879653E+00 1.017831370E+00 1.017384766E+00 1.017258355E+00
