N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.091415383E+00 1.097246509E+00 1.099320853E+00 1.097900564E+00
1.600000000E+01 1.272176663E+00 1.271706486E+00 1.271346926E+00 1.270987146E+00
1.700000000E+01 1.346310279E+00 1.346147865E+00 1.344758156E+00 1.345197084E+00
1.549996187E+01 1.234641734E+00 1.233597958E+00 1.234191452E+00 1.234252511E+00
1.649996187E+01 1.304148802E+00 1.304363338E+00 1.304457926E+00 1.304666380E+00
1.674996808E+01 1.324598019E+00 1.323128875E+00 1.323466809E+00 1.323674677E+00
1.624993176E+01 1.287747442E+00 1.287425224E+00 1.287481673E+00 1.287168926E+00
1.574996808E+01 1.255908506E+00 1.255106028E+00 1.254733571E+00 1.255296517E+00
1.524993176E+01 1.192239697E+00 1.194533305E+00 1.195026025E+00 1.194757117E+00
