N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+15 300 2.300E-4 2.946176E-1 2.817600E+1 4.800100E-1 7.969510E+1
1.468000E+10 3.162E+15 300 2.300E-4 2.940323E-1 2.806220E+1 4.792230E-1 7.966180E+1
2.154000E+10 3.162E+15 300 2.300E-4 2.931821E-1 2.788410E+1 4.781120E-1 7.957020E+1
3.162000E+10 3.162E+15 300 2.300E-4 2.919527E-1 2.765470E+1 4.765670E-1 7.950480E+1
4.642000E+10 3.162E+15 300 2.300E-4 2.901870E-1 2.733790E+1 4.744640E-1 7.942270E+1
6.813000E+10 3.162E+15 300 2.300E-4 2.876754E-1 2.690760E+1 4.716740E-1 7.932150E+1
1.000000E+11 3.162E+15 300 2.300E-4 2.841513E-1 2.631820E+1 4.679880E-1 7.916490E+1
1.468000E+11 3.162E+15 300 2.300E-4 2.792994E-1 2.557420E+1 4.634150E-1 7.903570E+1
2.154000E+11 3.162E+15 300 2.300E-4 2.727882E-1 2.464280E+1 4.580060E-1 7.889610E+1
3.162000E+11 3.162E+15 300 2.300E-4 2.643386E-1 2.349800E+1 4.518920E-1 7.868590E+1
4.642000E+11 3.162E+15 300 2.300E-4 2.538227E-1 2.216830E+1 4.452300E-1 7.846560E+1
6.813000E+11 3.162E+15 300 2.300E-4 2.413612E-1 2.070200E+1 4.383520E-1 7.826760E+1
1.000000E+12 3.162E+15 300 2.300E-4 2.273518E-1 1.912280E+1 4.313670E-1 7.799500E+1
1.468000E+12 3.162E+15 300 2.300E-4 2.123776E-1 1.751080E+1 4.243350E-1 7.772270E+1
2.154000E+12 3.162E+15 300 2.300E-4 1.970203E-1 1.592840E+1 4.173990E-1 7.747680E+1
3.162000E+12 3.162E+15 300 2.300E-4 1.816903E-1 1.438460E+1 4.105010E-1 7.714560E+1
4.642000E+12 3.162E+15 300 2.300E-4 1.665805E-1 1.290550E+1 4.034020E-1 7.682000E+1
6.813000E+12 3.162E+15 300 2.300E-4 1.517480E-1 1.149840E+1 3.961570E-1 7.650790E+1
1.000000E+13 3.162E+15 300 2.300E-4 1.372366E-1 1.014720E+1 3.887030E-1 7.608860E+1
1.468000E+13 3.162E+15 300 2.300E-4 1.231478E-1 8.869500E+0 3.809250E-1 7.563000E+1
2.154000E+13 3.162E+15 300 2.300E-4 1.096383E-1 7.681900E+0 3.727620E-1 7.518620E+1
3.162000E+13 3.162E+15 300 2.300E-4 9.687877E-2 6.582000E+0 3.642650E-1 7.460570E+1
4.642000E+13 3.162E+15 300 2.300E-4 8.501513E-2 5.584500E+0 3.553990E-1 7.393150E+1
6.813000E+13 3.162E+15 300 2.300E-4 7.414957E-2 4.693000E+0 3.461100E-1 7.314640E+1
1.000000E+14 3.162E+15 300 2.300E-4 6.433636E-2 3.907100E+0 3.363220E-1 7.222690E+1
