T(K) Nd(cm-3) Mu(cm2/Vs)
416 1.30779E+13 6.76785E+2
369 6.65515E+19 7.39217E+1
379 3.64190E+14 8.29930E+2
318 6.24064E+16 7.78803E+2
365 1.60932E+13 9.10812E+2
465 2.48466E+13 5.23900E+2
371 7.23699E+17 3.00472E+2
286 2.15703E+18 1.98215E+2
357 4.23625E+13 9.53625E+2
437 6.93112E+16 4.82030E+2
385 1.52165E+16 7.13750E+2
306 9.05115E+13 1.34439E+3
362 4.78161E+15 8.69309E+2
361 1.02571E+14 9.26496E+2
326 2.14096E+19 9.35154E+1
308 4.75723E+16 8.69171E+2
477 2.57637E+18 1.63494E+2
415 5.57689E+13 6.79144E+2
415 1.62320E+15 6.68834E+2
316 3.21645E+14 1.24378E+3
281 1.55782E+16 1.23954E+3
488 2.39060E+17 3.29506E+2
467 2.40594E+18 1.69432E+2
378 1.50323E+15 8.21003E+2
405 5.46457E+17 3.17297E+2
310 1.47767E+18 2.31860E+2
479 1.10433E+14 4.90362E+2
335 6.21518E+17 3.33325E+2
439 3.60484E+16 5.17552E+2
340 4.89071E+18 1.41414E+2
495 2.88057E+14 4.55921E+2
346 2.73151E+16 8.12485E+2
418 7.09816E+17 2.83072E+2
449 1.34792E+17 4.14863E+2
429 6.59641E+17 2.85022E+2
343 4.91378E+14 1.02738E+3
459 6.93321E+16 4.44621E+2
493 3.59904E+18 1.42615E+2
306 3.43195E+16 9.43300E+2
472 1.31989E+16 4.78357E+2
347 3.42284E+19 8.36365E+1
275 1.25342E+15 1.62084E+3
447 9.58329E+19 6.45252E+1
465 4.68291E+18 1.32963E+2
450 8.55560E+14 5.63025E+2
488 1.18827E+19 9.58914E+1
491 4.62152E+14 4.62781E+2
446 1.04354E+13 5.78201E+2
306 4.68242E+17 3.88020E+2
318 1.15075E+16 1.05173E+3
409 6.89369E+15 6.64000E+2
447 7.16608E+19 6.70160E+1
367 1.25968E+13 8.95307E+2
348 7.71643E+19 7.45712E+1
338 3.54802E+14 1.06843E+3
449 1.27619E+19 9.66566E+1
275 6.39263E+14 1.66070E+3
304 3.81560E+19 8.63376E+1
382 1.34141E+16 7.31820E+2
493 1.22465E+16 4.38149E+2
284 3.62010E+17 4.44534E+2
282 1.75368E+14 1.60071E+3
364 1.27022E+16 8.07192E+2
408 4.04937E+13 7.05777E+2
371 5.15085E+13 8.73154E+2
453 7.29018E+16 4.50445E+2
442 3.78005E+18 1.46430E+2
290 9.80131E+15 1.25792E+3
432 1.06716E+17 4.59281E+2
389 1.16326E+13 7.88624E+2
323 1.02721E+13 1.19297E+3
374 1.14570E+16 7.72558E+2
439 8.89241E+16 4.60840E+2
497 6.44986E+14 4.51663E+2
483 2.95544E+14 4.82584E+2
293 1.07261E+14 1.47936E+3
334 1.98941E+17 5.22705E+2
354 1.01659E+13 9.74556E+2
379 1.96555E+13 8.37109E+2
452 2.35035E+19 8.20592E+1
320 2.67695E+19 9.00120E+1
285 1.23508E+18 2.52867E+2
493 1.60513E+16 4.34725E+2
295 3.76797E+14 1.43967E+3
441 6.19391E+19 6.88484E+1
291 3.30233E+13 1.50900E+3
465 7.36156E+17 2.57764E+2
276 7.76734E+13 1.69638E+3
344 9.36190E+14 1.01481E+3
404 1.60697E+18 2.10450E+2
366 7.23520E+14 8.86356E+2
492 9.26136E+13 4.61350E+2
354 1.33064E+14 9.67908E+2
442 8.11985E+19 6.61959E+1
335 1.28735E+13 1.10390E+3
301 2.89873E+18 1.75041E+2
472 7.57532E+16 4.18658E+2
282 3.45928E+17 4.54977E+2
402 5.63555E+14 7.23214E+2
275 3.72230E+17 4.42517E+2
458 4.65530E+19 7.08903E+1
427 2.56497E+18 1.71586E+2
275 2.64061E+19 9.47524E+1
369 3.12018E+13 8.83557E+2
332 3.08352E+15 1.05790E+3
390 2.68697E+18 1.73215E+2
436 1.00502E+19 1.04816E+2
431 7.07879E+14 6.20304E+2
374 1.30589E+15 8.41324E+2
306 1.70049E+14 1.33837E+3
477 6.13752E+13 4.95769E+2
322 1.04101E+14 1.20113E+3
400 5.47244E+19 7.32428E+1
360 1.69874E+19 9.56581E+1
341 1.26354E+15 1.03071E+3
346 2.63531E+17 4.61175E+2
364 1.10166E+15 8.92484E+2
281 4.29605E+13 1.62804E+3
389 2.19292E+13 7.85265E+2
378 5.62108E+16 6.29244E+2
453 5.34286E+14 5.54415E+2
496 2.35513E+17 3.23119E+2
290 2.92620E+16 1.04812E+3
432 1.31195E+13 6.19736E+2
468 2.91619E+13 5.16770E+2
401 9.63865E+19 6.80514E+1
357 8.37953E+18 1.16814E+2
388 1.43909E+17 4.97460E+2
291 1.92476E+17 5.78052E+2
344 2.66077E+19 8.79606E+1
354 1.01079E+13 9.73427E+2
470 1.13756E+18 2.21172E+2
315 2.56743E+18 1.83070E+2
488 6.63378E+15 4.57417E+2
297 4.46132E+14 1.41027E+3
439 3.31585E+19 7.69257E+1
462 3.33142E+19 7.52622E+1
438 1.44990E+16 5.56361E+2
309 4.77216E+19 8.31262E+1
441 4.92656E+16 4.96913E+2
304 2.95606E+16 9.81242E+2
294 8.28030E+14 1.43340E+3
425 2.94850E+16 5.59461E+2
334 9.76562E+18 1.13077E+2
490 2.55716E+16 4.30182E+2
413 4.14847E+13 6.88673E+2
365 1.16607E+13 9.11208E+2
459 7.77014E+13 5.41550E+2
283 2.37093E+14 1.58115E+3
338 2.19036E+16 8.70650E+2
387 5.38191E+15 7.51173E+2
425 4.51113E+18 1.38815E+2
274 2.08004E+19 9.90612E+1
293 1.44107E+15 1.41228E+3
296 8.42681E+14 1.40540E+3
474 9.55462E+16 4.03395E+2
275 3.49062E+17 4.55607E+2
476 3.27497E+14 4.98162E+2
439 5.50473E+13 5.98314E+2
410 4.00180E+18 1.46625E+2
365 4.05014E+13 9.04748E+2
426 3.44671E+17 3.53788E+2
397 5.67174E+14 7.43879E+2
424 6.64893E+17 2.86724E+2
290 4.49050E+15 1.35870E+3
277 1.94564E+16 1.21498E+3
355 2.13170E+14 9.63569E+2
395 9.61705E+18 1.09281E+2
416 1.47209E+14 6.75046E+2
496 9.11752E+13 4.51267E+2
385 2.25309E+18 1.86535E+2
397 7.44170E+16 5.56711E+2
369 1.58511E+17 5.12557E+2
323 9.82692E+15 1.03932E+3
373 2.56802E+16 7.19060E+2
371 1.17516E+16 7.82636E+2
357 9.81825E+15 8.57165E+2
371 1.40144E+18 2.28900E+2
352 2.46012E+19 8.85929E+1
325 1.72138E+19 9.81249E+1
401 1.16143E+14 7.32624E+2
312 3.17329E+19 8.80162E+1
339 3.51154E+13 1.07298E+3
370 2.10569E+19 9.02184E+1
441 5.43781E+14 5.88374E+2
478 2.48380E+18 1.65670E+2
357 9.22712E+19 7.22841E+1
377 5.52132E+16 6.34746E+2
391 1.17553E+16 7.07975E+2
361 1.99973E+19 9.19649E+1
419 3.22504E+14 6.63679E+2
390 2.83098E+19 8.31232E+1
380 1.90259E+13 8.30946E+2
370 4.39319E+15 8.30215E+2
