0.0101  1.6099E-0006
0.0204  3.3027E-0006
0.0305  5.1721E-0006
0.0404  7.1701E-0006
0.0505  9.3759E-0006
0.0606  1.1819E-0005
0.0706  1.4509E-0005
0.0806  1.7526E-0005
0.0906  2.0879E-0005
0.1008  2.4796E-0005
0.1109  2.9089E-0005
0.1209  3.3946E-0005
0.1310  3.9485E-0005
0.1410  4.5716E-0005
0.1510  5.2937E-0005
0.1608  6.1005E-0005
0.1711  7.0653E-0005
0.1812  8.1407E-0005
0.1912  9.3769E-0005
0.2012  1.0804E-0004
0.2113  1.2432E-0004
0.2212  1.4312E-0004
0.2313  1.6492E-0004
0.2412  1.8965E-0004
0.2513  2.1819E-0004
0.2614  2.5065E-0004
0.2715  2.8794E-0004
0.2814  3.3015E-0004
0.2917  3.7980E-0004
0.3017  4.3347E-0004
0.3117  4.9879E-0004
0.3214  5.7116E-0004
0.3317  6.5658E-0004
0.3418  7.5709E-0004
0.3519  8.7568E-0004
0.3625  1.0365E-0003
0.3722  1.1792E-0003
0.3822  1.3762E-0003
0.3922  1.6164E-0003
0.4022  1.9088E-0003
0.4123  2.2837E-0003
0.4220  2.7299E-0003
0.4318  3.2887E-0003
0.4413  3.9861E-0003
0.4510  4.8617E-0003
0.4605  5.9363E-0003
0.4698  7.2299E-0003
0.4803  9.1104E-0003
0.4911  1.1459E-0002
0.5014  1.4135E-0002
0.5114  1.7210E-0002
