T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144305302E+00 1.095684400E+0 4.862090200E-02 1.144305302E+00 1.095684400E+0 4.862090200E-02
295 1.135419983E+00 1.076411940E+0 5.900804300E-02 1.135419983E+00 1.076411940E+0 5.900804300E-02
300 1.117794604E+00 1.061424479E+0 5.637012500E-02 1.117794604E+00 1.061424479E+0 5.637012500E-02
305 1.096657587E+00 1.049696124E+0 4.696146300E-02 1.096657587E+00 1.049696124E+0 4.696146300E-02
310 1.072684800E+00 1.040460214E+0 3.222458600E-02 1.072684800E+00 1.040460214E+0 3.222458600E-02
315 1.034212378E+00 1.033141522E+0 1.070856000E-03 1.034212378E+00 1.033141522E+0 1.070856000E-03
320 1.007955384E+00 1.027306378E+0 -1.935099400E-02 1.007955384E+00 1.027306378E+0 -1.935099400E-02
325 1.007187774E+00 1.022626107E+0 -1.543833300E-02 1.007187774E+00 1.022626107E+0 -1.543833300E-02
330 1.008148339E+00 1.018850222E+0 -1.070188300E-02 1.008148339E+00 1.018850222E+0 -1.070188300E-02
335 1.010342856E+00 1.015786733E+0 -5.443877000E-03 1.010342856E+00 1.015786733E+0 -5.443877000E-03
340 1.017780748E+00 1.013287638E+0 4.493110000E-03 1.017780748E+00 1.013287638E+0 4.493110000E-03
