T nFsrh nFBsrh dnsrh nF nFB dn
290 1.181984714E+00 1.169367437E+0 1.261727700E-02 1.181984714E+00 1.169367437E+0 1.261727700E-02
295 1.186270709E+00 1.165928763E+0 2.034194600E-02 1.186270709E+00 1.165928763E+0 2.034194600E-02
300 1.194011526E+00 1.162715354E+0 3.129617200E-02 1.194011526E+00 1.162715354E+0 3.129617200E-02
305 1.192085334E+00 1.159708650E+0 3.237668400E-02 1.192085334E+00 1.159708650E+0 3.237668400E-02
310 1.198296863E+00 1.156891992E+0 4.140487100E-02 1.198296863E+00 1.156891992E+0 4.140487100E-02
315 1.201293835E+00 1.154250395E+0 4.704344000E-02 1.201293835E+00 1.154250395E+0 4.704344000E-02
320 1.204096532E+00 1.151770344E+0 5.232618800E-02 1.204096532E+00 1.151770344E+0 5.232618800E-02
325 1.209963075E+00 1.149439631E+0 6.052344400E-02 1.209963075E+00 1.149439631E+0 6.052344400E-02
330 1.214900221E+00 1.147247200E+0 6.765302100E-02 1.214900221E+00 1.147247200E+0 6.765302100E-02
335 1.218609106E+00 1.145183017E+0 7.342608900E-02 1.218609106E+00 1.145183017E+0 7.342608900E-02
340 1.220775379E+00 1.143237966E+0 7.753741300E-02 1.220775379E+00 1.143237966E+0 7.753741300E-02
