N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.174899006E+00 1.173269528E+00 1.170813429E+00 1.167918594E+00
1.600000000E+01 1.250975963E+00 1.250737172E+00 1.250739334E+00 1.250852004E+00
1.700000000E+01 1.297124719E+00 1.297220397E+00 1.297142920E+00 1.297084401E+00
1.549996187E+01 1.227131935E+00 1.226524727E+00 1.226280612E+00 1.225748861E+00
1.649996187E+01 1.267140866E+00 1.266982393E+00 1.266717771E+00 1.266941436E+00
1.674996808E+01 1.278915227E+00 1.278983451E+00 1.278458614E+00 1.278765731E+00
1.624993176E+01 1.259603367E+00 1.259304576E+00 1.259354884E+00 1.259431526E+00
1.574996808E+01 1.239389060E+00 1.238672285E+00 1.239054012E+00 1.239008575E+00
1.524993176E+01 1.212264859E+00 1.211438663E+00 1.210298974E+00 1.209084994E+00
