N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.202881898E+00 1.202048274E+00 1.201130622E+00 1.200067602E+00
1.600000000E+01 1.247258361E+00 1.247162859E+00 1.247309991E+00 1.247244590E+00
1.700000000E+01 1.292448660E+00 1.292519185E+00 1.292258124E+00 1.292351149E+00
1.549996187E+01 1.225329707E+00 1.225054107E+00 1.225016688E+00 1.224740630E+00
1.649996187E+01 1.261962921E+00 1.261539075E+00 1.261723545E+00 1.261776541E+00
1.674996808E+01 1.273877767E+00 1.273780948E+00 1.273588546E+00 1.273822031E+00
1.624993176E+01 1.254781026E+00 1.254640213E+00 1.254866776E+00 1.254915794E+00
1.574996808E+01 1.236397928E+00 1.236206462E+00 1.236320148E+00 1.236301178E+00
1.524993176E+01 1.216466268E+00 1.215912245E+00 1.215467021E+00 1.215014158E+00
