N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.191213101E+00 1.180661158E+00 1.172319942E+00 1.164051302E+00
1.016672606E+01 1.192590319E+00 1.182056148E+00 1.173800911E+00 1.165671205E+00
1.033324570E+01 1.193696428E+00 1.183267613E+00 1.175195636E+00 1.167315911E+00
1.049996187E+01 1.194680227E+00 1.184460005E+00 1.176690142E+00 1.169196845E+00
1.066670514E+01 1.195674755E+00 1.185790388E+00 1.178471032E+00 1.171532207E+00
1.083333839E+01 1.196809930E+00 1.187420611E+00 1.180734541E+00 1.174549324E+00
1.100000000E+01 1.198222261E+00 1.189523207E+00 1.183683742E+00 1.178467731E+00
1.116672606E+01 1.200058992E+00 1.192275452E+00 1.187505609E+00 1.183453142E+00
1.133324570E+01 1.202471890E+00 1.195834225E+00 1.192320223E+00 1.189540405E+00
1.149996187E+01 1.205594539E+00 1.200286135E+00 1.198105883E+00 1.196549026E+00
1.166670514E+01 1.209498466E+00 1.205580054E+00 1.204632129E+00 1.204053885E+00
1.183333839E+01 1.214135724E+00 1.211477047E+00 1.211464987E+00 1.211482897E+00
1.200000000E+01 1.219299331E+00 1.217576231E+00 1.218094672E+00 1.218332424E+00
1.216672606E+01 1.224651025E+00 1.223447532E+00 1.224138495E+00 1.224359683E+00
1.233324570E+01 1.229838486E+00 1.228806388E+00 1.229471770E+00 1.229603540E+00
1.249996187E+01 1.234641734E+00 1.233597958E+00 1.234191452E+00 1.234252511E+00
1.266670514E+01 1.239029179E+00 1.237936338E+00 1.238480780E+00 1.238504900E+00
1.283333839E+01 1.243105828E+00 1.241982833E+00 1.242618413E+00 1.242509384E+00
1.300000000E+01 1.247004238E+00 1.245868058E+00 1.246490598E+00 1.246367655E+00
