T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.192804590E+00 1.196603392E+00 1.200177251E+00 1.207605937E+00 1.213930267E+00 1.216247967E+00 1.218749304E+00 1.228379178E+00 1.245408155E+00
295 1.192965672E+00 1.197652708E+00 1.201920461E+00 1.209206904E+00 1.216173814E+00 1.218696356E+00 1.221513047E+00 1.230870268E+00 1.247497653E+00
300 1.192509947E+00 1.199159214E+00 1.203850148E+00 1.211367720E+00 1.218560791E+00 1.221442452E+00 1.224064608E+00 1.233129016E+00 1.249925577E+00
305 1.189422298E+00 1.200198223E+00 1.205921267E+00 1.213621309E+00 1.220582968E+00 1.223866014E+00 1.227041736E+00 1.235865113E+00 1.252104313E+00
310 1.179578388E+00 1.199979219E+00 1.207727238E+00 1.215775245E+00 1.222895270E+00 1.226563261E+00 1.229755391E+00 1.238365413E+00 1.254503002E+00
315 1.153216335E+00 1.196199639E+00 1.208520439E+00 1.217205626E+00 1.224993395E+00 1.228778197E+00 1.231621408E+00 1.240024316E+00 1.256510611E+00
320 1.092744926E+00 1.184665404E+00 1.207933238E+00 1.218533477E+00 1.226051350E+00 1.230151002E+00 1.233359390E+00 1.241583273E+00 1.257250009E+00
325 1.012794089E+00 1.155194860E+00 1.203515018E+00 1.218753543E+00 1.227026803E+00 1.231165276E+00 1.234397647E+00 1.242282676E+00 1.257471488E+00
330 1.013867831E+00 1.091899921E+00 1.190595725E+00 1.216614178E+00 1.226951000E+00 1.231555620E+00 1.233970854E+00 1.241450837E+00 1.256668703E+00
335 1.017004652E+00 1.009668875E+00 1.160906881E+00 1.211133474E+00 1.225138543E+00 1.230259565E+00 1.233187910E+00 1.240011017E+00 1.253674288E+00
340 1.022924616E+00 1.010508024E+00 1.100072102E+00 1.197635726E+00 1.221914887E+00 1.228529511E+00 1.231353567E+00 1.237375803E+00 1.249848108E+00
