name time T kT_1 I
01RV 01rv.dat 297.7 38.95 7.683E-006
02RV 02rv.dat 297.8 38.93 7.792E-006
03RV 03rv.dat 300 38.65 8.357E-006
04RV 04rv.dat 300 38.65 8.266E-006
05RV 05rv.dat 300 38.65 8.504E-006
06RV 06rv.dat 302.6 38.32 8.878E-006
07RV 07rv.dat 302.5 38.33 9.159E-006
08RV 08rv.dat 302.5 38.33 9.045E-006
09RV 09rv.dat 305.1 38 9.812E-006
10RV 10rv.dat 305 38.01 9.615E-006
11RV 11rv.dat 305 38.01 9.446E-006
12RV 12rv.dat 307.6 37.69 1.022E-005
13RV 13rv.dat 307.5 37.7 1.025E-005
14RV 14rv.dat 307.6 37.69 1.048E-005
15RV 15rv.dat 307.5 37.7 1.023E-005
16RV 16rv.dat 310.1 37.39 1.124E-005
17RV 17rv.dat 310 37.4 1.141E-005
18RV 18rv.dat 310 37.4 1.191E-005
19RV 19rv.dat 312.5 37.1 1.145E-005
20RV 20rv.dat 312.5 37.1 1.187E-005
21RV 21rv.dat 312.5 37.1 1.175E-005
22RV 22rv.dat 315.1 36.8 1.290E-005
23RV 23rv.dat 315 36.81 1.310E-005
24RV 24rv.dat 315.1 36.8 1.281E-005
25RV 25rv.dat 317.5 36.52 1.412E-005
26RV 26rv.dat 317.5 36.52 1.358E-005
27RV 27rv.dat 317.5 36.52 1.404E-005
28RV 28rv.dat 320.1 36.22 1.469E-005
29RV 29rv.dat 320.1 36.22 1.464E-005
30RV 30rv.dat 320 36.23 1.438E-005
31RV 31rv.dat 322.6 35.94 1.601E-005
32RV 32rv.dat 322.5 35.95 1.597E-005
33RV 33rv.dat 322.5 35.95 1.648E-005
34RV 34rv.dat 325.1 35.66 1.711E-005
35RV 35rv.dat 325 35.67 1.735E-005
36RV 36rv.dat 325 35.67 1.773E-005
37RV 37rv.dat 327.5 35.4 1.936E-005
38RV 38rv.dat 327.5 35.4 1.884E-005
39RV 39rv.dat 327.5 35.4 1.930E-005
40RV 40rv.dat 330.1 35.12 2.077E-005
41RV 41rv.dat 330 35.13 2.104E-005
42RV 42rv.dat 330 35.13 2.087E-005
43RV 43rv.dat 332.5 34.87 2.183E-005
44RV 44rv.dat 332.5 34.87 2.199E-005
45RV 45rv.dat 332.5 34.87 2.261E-005
46RV 46rv.dat 335.1 34.6 2.444E-005
47RV 47rv.dat 335 34.61 2.393E-005
48RV 48rv.dat 335 34.61 2.410E-005
49RV 49rv.dat 337.6 34.34 2.591E-005
50RV 50rv.dat 337.5 34.35 2.663E-005
51RV 51rv.dat 337.5 34.35 2.614E-005
52RV 52rv.dat 340.1 34.09 2.792E-005
53RV 53rv.dat 340 34.1 2.762E-005
54RV 54rv.dat 340 34.1 2.857E-005
55RV 55rv.dat 340.1 34.09 2.828E-005
