name time T kT_1 I
01RV 01rv.dat 297.7 38.95 9.060E-008
02RV 02rv.dat 297.8 38.93 1.006E-007
03RV 03rv.dat 300 38.65 1.159E-007
04RV 04rv.dat 300 38.65 1.022E-007
05RV 05rv.dat 300 38.65 1.074E-007
06RV 06rv.dat 302.6 38.32 1.343E-007
07RV 07rv.dat 302.5 38.33 1.369E-007
08RV 08rv.dat 302.5 38.33 1.350E-007
09RV 09rv.dat 305.1 38 1.431E-007
10RV 10rv.dat 305 38.01 1.573E-007
11RV 11rv.dat 305 38.01 1.346E-007
12RV 12rv.dat 307.6 37.69 1.621E-007
13RV 13rv.dat 307.5 37.7 1.590E-007
14RV 14rv.dat 307.6 37.69 1.734E-007
15RV 15rv.dat 307.5 37.7 1.815E-007
16RV 16rv.dat 310.1 37.39 1.905E-007
17RV 17rv.dat 310 37.4 1.897E-007
18RV 18rv.dat 310 37.4 2.003E-007
19RV 19rv.dat 312.5 37.1 2.169E-007
20RV 20rv.dat 312.5 37.1 2.294E-007
21RV 21rv.dat 312.5 37.1 2.094E-007
22RV 22rv.dat 315.1 36.8 2.420E-007
23RV 23rv.dat 315 36.81 2.365E-007
24RV 24rv.dat 315.1 36.8 2.558E-007
25RV 25rv.dat 317.5 36.52 2.824E-007
26RV 26rv.dat 317.5 36.52 2.622E-007
27RV 27rv.dat 317.5 36.52 2.743E-007
28RV 28rv.dat 320.1 36.22 2.953E-007
29RV 29rv.dat 320.1 36.22 2.860E-007
30RV 30rv.dat 320 36.23 2.905E-007
31RV 31rv.dat 322.6 35.94 3.382E-007
32RV 32rv.dat 322.5 35.95 3.302E-007
33RV 33rv.dat 322.5 35.95 3.325E-007
34RV 34rv.dat 325.1 35.66 3.914E-007
35RV 35rv.dat 325 35.67 3.746E-007
36RV 36rv.dat 325 35.67 3.876E-007
37RV 37rv.dat 327.5 35.4 4.413E-007
38RV 38rv.dat 327.5 35.4 4.562E-007
39RV 39rv.dat 327.5 35.4 4.289E-007
40RV 40rv.dat 330.1 35.12 4.817E-007
41RV 41rv.dat 330 35.13 5.043E-007
42RV 42rv.dat 330 35.13 4.982E-007
43RV 43rv.dat 332.5 34.87 5.521E-007
44RV 44rv.dat 332.5 34.87 5.771E-007
45RV 45rv.dat 332.5 34.87 5.379E-007
46RV 46rv.dat 335.1 34.6 6.270E-007
47RV 47rv.dat 335 34.61 6.217E-007
48RV 48rv.dat 335 34.61 5.839E-007
49RV 49rv.dat 337.6 34.34 7.321E-007
50RV 50rv.dat 337.5 34.35 7.204E-007
51RV 51rv.dat 337.5 34.35 6.684E-007
52RV 52rv.dat 340.1 34.09 7.798E-007
53RV 53rv.dat 340 34.1 7.323E-007
54RV 54rv.dat 340 34.1 8.157E-007
55RV 55rv.dat 340.1 34.09 7.532E-007
