name time T kT_1 I
01RV 01rv.dat 297.7 38.95 2.674E-006
02RV 02rv.dat 297.8 38.93 2.742E-006
03RV 03rv.dat 300 38.65 2.999E-006
04RV 04rv.dat 300 38.65 2.975E-006
05RV 05rv.dat 300 38.65 3.055E-006
06RV 06rv.dat 302.6 38.32 3.199E-006
07RV 07rv.dat 302.5 38.33 3.354E-006
08RV 08rv.dat 302.5 38.33 3.378E-006
09RV 09rv.dat 305.1 38 3.676E-006
10RV 10rv.dat 305 38.01 3.530E-006
11RV 11rv.dat 305 38.01 3.571E-006
12RV 12rv.dat 307.6 37.69 3.800E-006
13RV 13rv.dat 307.5 37.7 3.945E-006
14RV 14rv.dat 307.6 37.69 3.977E-006
15RV 15rv.dat 307.5 37.7 3.910E-006
16RV 16rv.dat 310.1 37.39 4.357E-006
17RV 17rv.dat 310 37.4 4.441E-006
18RV 18rv.dat 310 37.4 4.611E-006
19RV 19rv.dat 312.5 37.1 4.573E-006
20RV 20rv.dat 312.5 37.1 4.954E-006
21RV 21rv.dat 312.5 37.1 4.775E-006
22RV 22rv.dat 315.1 36.8 5.250E-006
23RV 23rv.dat 315 36.81 5.201E-006
24RV 24rv.dat 315.1 36.8 5.344E-006
25RV 25rv.dat 317.5 36.52 5.732E-006
26RV 26rv.dat 317.5 36.52 5.620E-006
27RV 27rv.dat 317.5 36.52 5.679E-006
28RV 28rv.dat 320.1 36.22 6.108E-006
29RV 29rv.dat 320.1 36.22 6.089E-006
30RV 30rv.dat 320 36.23 5.993E-006
31RV 31rv.dat 322.6 35.94 6.567E-006
32RV 32rv.dat 322.5 35.95 6.606E-006
33RV 33rv.dat 322.5 35.95 6.748E-006
34RV 34rv.dat 325.1 35.66 7.176E-006
35RV 35rv.dat 325 35.67 7.179E-006
36RV 36rv.dat 325 35.67 7.450E-006
37RV 37rv.dat 327.5 35.4 7.877E-006
38RV 38rv.dat 327.5 35.4 7.915E-006
39RV 39rv.dat 327.5 35.4 7.883E-006
40RV 40rv.dat 330.1 35.12 8.607E-006
41RV 41rv.dat 330 35.13 8.582E-006
42RV 42rv.dat 330 35.13 8.725E-006
43RV 43rv.dat 332.5 34.87 9.131E-006
44RV 44rv.dat 332.5 34.87 9.320E-006
45RV 45rv.dat 332.5 34.87 8.808E-006
46RV 46rv.dat 335.1 34.6 9.986E-006
47RV 47rv.dat 335 34.61 1.017E-005
48RV 48rv.dat 335 34.61 1.003E-005
49RV 49rv.dat 337.6 34.34 1.107E-005
50RV 50rv.dat 337.5 34.35 1.114E-005
51RV 51rv.dat 337.5 34.35 1.100E-005
52RV 52rv.dat 340.1 34.09 1.131E-005
53RV 53rv.dat 340 34.1 1.173E-005
54RV 54rv.dat 340 34.1 1.159E-005
55RV 55rv.dat 340.1 34.09 1.093E-005
