N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 340 2.100E-4 1.222452058E+00 1.246188018E+00
1.468000E+10 1.000E+16 340 2.100E-4 1.227372101E+00 1.246336283E+00
2.154000E+10 1.000E+16 340 2.100E-4 1.233065039E+00 1.246557906E+00
3.162000E+10 1.000E+16 340 2.100E-4 1.237365636E+00 1.246881075E+00
4.642000E+10 1.000E+16 340 2.100E-4 1.241154699E+00 1.247770783E+00
6.813000E+10 1.000E+16 340 2.100E-4 1.243727573E+00 1.248371170E+00
1.000000E+11 1.000E+16 340 2.100E-4 1.246026893E+00 1.249263003E+00
1.468000E+11 1.000E+16 340 2.100E-4 1.248495963E+00 1.250717428E+00
2.154000E+11 1.000E+16 340 2.100E-4 1.251169197E+00 1.252686171E+00
3.162000E+11 1.000E+16 340 2.100E-4 1.254240151E+00 1.255269887E+00
4.642000E+11 1.000E+16 340 2.100E-4 1.256075457E+00 1.256782566E+00
6.813000E+11 1.000E+16 340 2.100E-4 1.259782908E+00 1.260262106E+00
1.000000E+12 1.000E+16 340 2.100E-4 1.264012673E+00 1.264353627E+00
1.468000E+12 1.000E+16 340 2.100E-4 1.268303108E+00 1.268529641E+00
2.154000E+12 1.000E+16 340 2.100E-4 1.273126216E+00 1.273261049E+00
3.162000E+12 1.000E+16 340 2.100E-4 1.277282885E+00 1.277375185E+00
4.642000E+12 1.000E+16 340 2.100E-4 1.281293831E+00 1.281360826E+00
6.813000E+12 1.000E+16 340 2.100E-4 1.285058871E+00 1.285108665E+00
1.000000E+13 1.000E+16 340 2.100E-4 1.288524683E+00 1.288572184E+00
